aX,aY,aZ,gX,gY,gZ
0.783,0.312,0.137,-13.489,10.437,-29.602
0.740,0.251,0.084,-1.160,7.690,-28.259
0.722,0.228,0.022,7.690,6.470,-20.447
0.726,0.252,-0.020,11.536,7.202,-8.850
0.744,0.287,-0.073,11.047,8.911,3.296
0.809,0.331,-0.078,6.470,10.376,13.550
0.862,0.396,-0.088,0.122,13.184,20.386
0.908,0.425,-0.115,-5.920,17.517,23.254
0.939,0.448,-0.124,-14.771,19.043,21.545
0.964,0.471,-0.092,-25.452,15.686,15.442
0.988,0.464,-0.025,-32.104,8.545,5.493
0.949,0.402,0.034,-29.297,-1.404,-5.737
0.926,0.325,0.087,-21.484,-9.338,-17.334
0.899,0.271,0.110,-13.733,-15.747,-25.879
0.848,0.224,0.108,-5.493,-20.325,-28.870
0.836,0.198,0.103,-0.732,-22.278,-24.658
0.821,0.192,0.086,-0.122,-20.325,-15.259
0.820,0.215,0.067,-2.502,-15.259,-4.150
0.883,0.259,0.101,-8.911,-9.521,7.507
0.937,0.318,0.111,-15.991,-2.747,14.893
1.000,0.346,0.106,-22.278,3.967,15.869
1.047,0.364,0.103,-26.794,6.775,11.780
1.068,0.341,0.119,-26.978,0.854,4.150
1.023,0.313,0.165,-23.926,-15.259,-7.324
0.990,0.276,0.195,-16.968,-26.001,-18.799
0.961,0.255,0.243,-7.324,-25.940,-26.001
0.905,0.213,0.245,2.686,-23.621,-25.940
0.882,0.186,0.225,9.705,-14.099,-18.311
0.884,0.173,0.192,12.573,-3.418,-6.653
0.902,0.172,0.157,12.878,4.700,3.113
0.923,0.202,0.113,12.390,11.169,9.399
0.946,0.234,0.072,11.292,14.526,12.451
0.975,0.256,0.050,9.460,14.221,12.390
0.992,0.263,0.040,7.263,11.780,10.315
0.989,0.257,0.046,5.432,7.385,7.446
0.996,0.256,0.074,5.005,3.784,4.883
1.000,0.266,0.109,5.798,1.343,2.808
0.995,0.270,0.126,9.521,0.671,1.831
0.999,0.282,0.137,13.855,1.038,2.014
1.005,0.293,0.133,17.395,0.732,1.953
1.008,0.294,0.133,20.386,-0.854,1.770
1.007,0.286,0.124,22.278,-2.747,0.793
1.007,0.277,0.108,22.400,-2.930,-0.977
1.009,0.285,0.101,20.020,0.122,-2.441
1.007,0.289,0.101,15.503,5.005,-3.235
1.009,0.293,0.116,10.376,8.545,-3.235
1.001,0.291,0.119,6.714,9.399,-2.808
0.990,0.315,0.140,5.554,3.845,-2.625
0.980,0.309,0.124,8.362,-0.061,-3.723
0.971,0.302,0.101,12.939,-2.747,-6.042
0.959,0.304,0.075,15.381,-5.005,-8.484
0.942,0.303,0.049,15.625,-6.897,-9.338
0.938,0.301,0.033,12.085,-7.568,-7.996
0.941,0.295,0.020,5.493,-8.118,-4.822
0.972,0.286,0.042,-3.540,-7.690,-1.282
0.995,0.300,0.077,-12.207,-5.127,1.282
0.990,0.303,0.085,-17.151,-1.831,1.831
0.993,0.295,0.090,-19.104,0.366,2.563
0.995,0.295,0.100,-18.738,0.549,2.502
0.987,0.300,0.114,-15.930,-1.160,0.183
0.957,0.294,0.125,-11.353,-3.296,-3.296
0.916,0.264,0.101,-5.310,-5.798,-5.554
0.922,0.238,0.098,-1.709,-8.301,-6.226
0.919,0.235,0.109,-1.465,-10.193,-4.944
0.904,0.231,0.106,-1.038,-9.583,-3.601

1.300,-0.947,-0.647,12.329,-20.752,4.089
1.339,-1.031,-0.905,3.540,-17.151,9.705
1.482,-1.267,-1.169,-6.836,-3.235,12.573
1.537,-1.673,-1.321,-21.118,6.348,6.897
1.493,-2.178,-1.429,-23.621,-5.127,-12.024
1.266,-2.709,-1.439,-4.456,-41.382,-35.522
0.925,-3.063,-1.282,25.757,-91.614,-45.105
0.653,-3.149,-1.135,68.420,-129.089,-27.588
0.464,-2.952,-1.105,106.812,-130.615,22.400
0.306,-2.552,-1.129,120.789,-101.135,92.712
0.391,-1.921,-1.144,106.689,-59.937,165.466
0.620,-1.109,-1.234,82.214,-19.958,210.022
0.676,-0.507,-1.265,47.546,3.540,202.454
0.506,0.015,-1.266,11.719,-1.465,161.682
0.414,0.392,-1.150,-21.790,-18.494,122.437
0.238,0.701,-0.834,-61.829,-28.931,96.863
0.058,0.859,-0.505,-89.294,-20.569,89.111
-0.005,1.063,-0.030,-102.417,-4.028,103.271
-0.217,1.382,0.274,-83.252,13.062,125.061
-0.429,1.915,0.472,-43.518,22.095,151.794
-0.554,2.528,0.584,-14.771,6.775,179.077
-0.468,3.157,0.609,-21.729,-21.118,199.951
0.110,3.615,1.004,-83.130,-51.514,211.670
0.666,3.867,1.617,-167.786,-62.683,212.708
1.282,3.823,2.128,-227.295,-36.804,214.355
1.685,3.284,2.302,-237.183,4.272,205.139
1.750,2.378,2.303,-194.092,1.038,149.658
1.634,1.282,2.236,-113.342,-80.139,34.058
1.360,0.457,2.255,-20.691,-191.223,-110.840
0.969,-0.043,2.346,52.063,-253.662,-219.604
0.547,-0.309,2.077,107.300,-230.896,-238.098
0.255,-0.306,1.526,136.719,-133.545,-166.443
0.118,-0.090,0.917,123.352,-13.428,-56.335
0.133,0.244,0.431,90.210,78.552,37.048
0.222,0.661,-0.057,67.749,123.901,90.210
0.347,1.041,-0.459,56.030,129.578,105.408
0.456,1.261,-0.713,45.776,105.408,95.276
0.565,1.386,-0.734,28.809,68.298,71.655
0.683,1.319,-0.573,5.798,34.485,42.175
0.770,1.136,-0.320,-9.766,7.385,10.681
0.827,0.877,-0.022,-15.869,-13.916,-21.423
0.775,0.572,0.225,-12.817,-33.691,-55.115
0.639,0.339,0.346,-1.831,-46.448,-79.651
0.569,0.191,0.365,9.766,-47.852,-84.595
0.555,0.189,0.349,14.465,-38.940,-70.251
0.591,0.210,0.294,12.329,-22.827,-45.166
0.652,0.286,0.251,4.700,-6.592,-18.982
0.732,0.321,0.220,-2.991,3.723,0.732
0.803,0.354,0.246,-7.385,5.859,10.315
0.871,0.420,0.259,-4.150,1.770,11.230
0.905,0.459,0.236,3.967,1.160,7.263
0.873,0.444,0.187,10.681,6.165,2.930
0.869,0.409,0.144,11.902,10.315,0.122
0.850,0.366,0.124,10.010,13.184,-2.441
0.823,0.326,0.095,8.606,16.479,-3.845
0.802,0.317,0.044,7.935,18.555,-2.441
0.835,0.322,0.030,6.836,16.907,2.075
0.874,0.354,0.044,4.822,12.512,5.615
0.923,0.366,0.044,5.615,7.690,6.348
0.968,0.417,0.055,6.348,3.052,5.432
1.004,0.456,0.071,7.202,-0.183,3.662
1.017,0.458,0.073,8.728,-2.380,0.854
1.015,0.446,0.100,7.385,-3.906,-3.052
1.002,0.421,0.148,4.944,-4.578,-6.592
0.991,0.374,0.187,3.540,-4.639,-10.925
0.985,0.318,0.219,3.418,-6.042,-14.160
0.971,0.292,0.236,6.104,-6.897,-15.930
0.958,0.270,0.238,9.399,-7.751,-16.052
0.949,0.263,0.240,11.536,-8.179,-14.404
0.928,0.254,0.216,12.939,-7.019,-10.498
0.946,0.262,0.180,12.512,-4.333,-5.249
0.972,0.298,0.170,8.484,-2.747,0.793
0.991,0.344,0.168,4.883,0.183,5.859
1.001,0.360,0.153,2.563,5.005,6.165
0.991,0.329,0.113,-0.122,9.705,2.258
0.983,0.310,0.121,-4.089,10.681,-1.770
0.963,0.288,0.142,-5.127,7.874,-4.089
0.948,0.266,0.159,-3.845,4.883,-4.822
0.924,0.256,0.150,-3.845,2.075,-3.052
0.928,0.249,0.150,-6.042,0.854,2.808
0.947,0.258,0.162,-8.789,2.380,9.583
0.975,0.296,0.147,-11.230,5.981,14.893
0.991,0.327,0.122,-15.564,10.193,17.212
1.022,0.375,0.131,-23.071,12.939,16.602
1.046,0.407,0.137,-29.419,13.916,12.024
1.044,0.387,0.174,-31.677,11.658,3.845
0.986,0.338,0.234,-30.701,5.432,-7.385
0.931,0.279,0.287,-23.682,-1.953,-17.700
0.904,0.226,0.323,-12.817,-7.324,-23.804
0.885,0.181,0.329,-0.671,-10.010,-24.170
0.881,0.164,0.320,10.742,-8.606,-19.409
0.895,0.181,0.296,18.555,-5.005,-11.719
0.922,0.200,0.248,22.949,-0.854,-4.333
0.946,0.232,0.208,23.865,3.479,1.709
0.966,0.275,0.164,22.461,7.202,5.981
0.980,0.300,0.145,18.188,11.414,7.507
0.989,0.326,0.165,12.268,16.479,7.629
1.000,0.341,0.204,8.362,19.043,6.836
1.005,0.335,0.236,8.057,15.991,4.517
1.014,0.335,0.267,9.888,8.545,0.366
1.010,0.316,0.285,14.343,4.456,-5.127
1.002,0.286,0.284,20.813,0.305,-11.230
0.965,0.277,0.264,28.381,-2.197,-15.076
0.933,0.281,0.218,34.546,-2.380,-14.832
0.918,0.305,0.144,36.438,-0.366,-10.315
0.952,0.329,0.093,33.264,4.761,-4.822
0.966,0.357,0.068,25.330,10.620,-1.526
0.962,0.355,0.064,17.700,14.343,-1.038
0.955,0.340,0.079,12.634,13.672,-2.930
0.950,0.332,0.111,11.108,8.850,-6.042
0.932,0.321,0.133,13.611,1.526,-10.925
0.914,0.314,0.133,18.921,-4.700,-15.564
0.883,0.298,0.111,24.109,-8.850,-17.395
0.873,0.276,0.097,25.085,-10.559,-16.052
0.854,0.281,0.093,22.949,-9.460,-12.085
0.841,0.285,0.093,20.203,-5.737,-6.287
0.858,0.296,0.094,16.846,-2.258,-0.366
0.879,0.321,0.093,14.343,1.343,4.333
0.895,0.344,0.082,12.756,4.211,6.470

1.343,-1.089,-0.608,5.127,4.272,-2.502
1.447,-1.224,-0.810,8.545,16.724,6.897
1.537,-1.322,-0.984,12.329,24.170,15.991
1.573,-1.408,-1.079,16.174,21.790,18.005
1.482,-1.481,-1.109,20.874,10.925,10.681
1.330,-1.582,-1.120,29.053,-5.127,0.549
1.194,-1.736,-1.161,40.405,-21.790,-4.578
1.048,-1.804,-1.183,51.941,-33.081,-1.099
0.866,-1.822,-1.250,60.242,-38.208,14.526
0.683,-1.827,-1.393,65.918,-37.720,40.100
0.513,-1.730,-1.460,66.040,-36.804,75.989
0.364,-1.561,-1.436,65.002,-41.565,116.882
0.266,-1.293,-1.356,70.923,-53.650,153.870
0.143,-0.931,-1.248,84.290,-67.566,182.068
0.133,-0.397,-1.138,99.426,-81.604,200.195
0.479,0.264,-1.062,106.506,-85.083,195.312
0.496,0.873,-0.879,86.914,-53.833,152.954
-0.037,1.421,-0.719,40.466,-9.399,93.262
-0.499,1.811,-0.463,-20.813,8.911,55.725
-0.694,2.168,0.222,-106.812,-13.123,47.791
-0.872,2.469,0.989,-175.171,-43.152,63.110
-0.803,2.518,1.688,-210.937,-78.430,88.745
-0.623,2.558,2.323,-212.097,-112.610,114.807
-0.236,2.620,2.766,-180.420,-128.052,158.508
0.382,2.611,2.814,-127.258,-118.774,216.980
0.984,2.413,2.530,-62.866,-96.252,251.221
1.694,1.979,2.006,-5.981,-92.529,223.145
2.183,1.527,1.665,15.564,-102.600,126.831
2.208,1.064,1.644,6.958,-114.990,-7.751
1.972,0.798,1.862,-10.925,-129.211,-126.831
1.667,0.553,2.034,-6.897,-116.272,-188.782
1.324,0.180,1.915,19.653,-72.571,-193.542
1.037,-0.038,1.625,45.776,-22.034,-164.978
0.641,-0.036,1.237,65.247,19.409,-130.920
0.331,0.117,0.808,81.055,44.373,-95.276
0.192,0.332,0.443,87.769,59.692,-49.133
0.111,0.571,0.141,88.928,73.914,0.244
0.083,0.780,-0.144,85.510,80.566,43.335
0.201,0.950,-0.353,77.271,70.801,71.716
0.394,1.126,-0.455,67.200,50.476,79.163
0.625,1.183,-0.526,51.941,35.828,68.848
0.800,1.070,-0.476,19.470,29.968,46.082
0.858,0.879,-0.233,-19.470,20.874,18.860
0.873,0.649,0.039,-40.283,9.827,-7.080
0.859,0.440,0.248,-39.612,-2.563,-29.114
0.825,0.285,0.359,-26.001,-13.184,-43.030
0.777,0.237,0.410,-7.996,-14.709,-45.410
0.752,0.253,0.379,7.019,-7.629,-37.537
0.772,0.293,0.290,17.944,1.160,-23.621
0.806,0.330,0.184,22.034,9.277,-10.803
0.836,0.360,0.098,20.752,13.306,-4.150
0.863,0.365,0.028,16.602,15.198,-1.221
0.869,0.386,0.008,8.850,15.991,1.526
0.899,0.395,0.046,-0.610,14.893,5.127
0.934,0.378,0.072,-6.165,17.700,8.728
0.943,0.369,0.080,-9.583,22.461,9.705
0.956,0.362,0.093,-10.193,22.400,8.606
0.977,0.355,0.118,-7.629,18.188,4.944
0.982,0.345,0.122,-2.197,12.024,-1.221
0.966,0.347,0.106,4.578,5.249,-8.301
0.948,0.321,0.069,9.216,-0.549,-14.465
0.945,0.310,0.059,8.789,-3.540,-17.578
0.958,0.305,0.067,4.944,-5.432,-17.639
0.972,0.289,0.085,0.732,-5.371,-16.479
0.965,0.286,0.100,-3.906,-3.784,-14.526
0.967,0.290,0.107,-7.690,-1.038,-11.963
0.956,0.298,0.110,-10.925,3.052,-8.667
0.937,0.303,0.133,-13.672,4.944,-5.432
0.922,0.299,0.160,-13.611,5.493,-3.601
0.930,0.279,0.168,-11.108,5.676,-3.174
0.945,0.262,0.174,-7.080,4.639,-4.761
0.957,0.237,0.164,-3.174,1.526,-8.606
0.965,0.214,0.153,-0.732,-2.197,-13.062
0.948,0.190,0.141,1.038,-4.761,-15.259
0.946,0.180,0.124,1.526,-3.662,-13.062
0.955,0.198,0.118,-0.305,0.000,-6.531
0.972,0.237,0.119,-4.211,5.737,2.075
0.996,0.277,0.126,-8.423,11.475,10.742
1.026,0.318,0.141,-11.475,13.733,15.686
1.042,0.328,0.149,-11.780,12.451,13.977
1.054,0.313,0.168,-10.071,8.545,7.080
1.037,0.271,0.176,-6.165,2.502,-1.465
1.010,0.232,0.176,-1.892,-2.747,-8.789
0.990,0.202,0.170,1.099,-4.578,-12.634
0.974,0.192,0.175,1.587,-3.418,-11.047
0.961,0.192,0.184,0.427,0.000,-5.859
0.958,0.199,0.185,-0.061,4.944,0.366
0.964,0.218,0.180,-0.061,8.972,6.958
0.981,0.240,0.175,0.427,11.230,11.597
0.999,0.270,0.171,1.526,11.719,12.756
1.006,0.292,0.156,2.991,10.498,10.254
1.002,0.294,0.140,3.906,9.521,5.005
0.999,0.296,0.133,4.028,8.179,-0.977
0.980,0.303,0.155,4.089,6.165,-5.554
0.963,0.276,0.166,5.127,4.944,-8.850
0.951,0.264,0.183,7.751,5.798,-10.498
0.942,0.254,0.187,10.986,7.019,-10.315
0.928,0.247,0.172,13.855,8.972,-8.911
0.918,0.240,0.142,15.381,8.789,-6.714
0.910,0.247,0.117,14.526,8.057,-4.333
0.903,0.257,0.101,13.428,9.033,-2.563
0.912,0.262,0.084,12.512,8.972,-1.038
0.927,0.280,0.073,11.475,7.874,-0.183
0.953,0.299,0.062,10.193,7.507,0.061
0.967,0.320,0.060,8.118,7.385,-0.610
0.974,0.325,0.064,6.470,5.188,-2.197
0.978,0.342,0.086,5.615,1.465,-4.028
0.984,0.344,0.113,5.371,-0.610,-6.714
0.988,0.328,0.135,5.859,-0.977,-10.803
0.985,0.305,0.145,7.324,-1.709,-14.954
0.975,0.284,0.146,10.071,-2.625,-19.043
0.973,0.268,0.144,12.329,-3.540,-23.010
0.962,0.254,0.141,14.343,-4.333,-26.428
0.954,0.245,0.131,16.235,-5.920,-29.541
0.946,0.253,0.121,17.883,-6.897,-31.555
0.934,0.264,0.117,17.944,-6.531,-32.471
0.930,0.263,0.114,17.334,-6.531,-32.532
0.935,0.252,0.122,18.005,-9.766,-33.813
0.943,0.253,0.153,20.264,-16.357,-36.865

1.325,-1.247,-0.363,9.705,-7.202,-31.189
1.415,-1.453,-0.536,19.348,-1.648,-24.292
1.509,-1.592,-0.703,26.367,1.709,-13.245
1.578,-1.695,-0.854,30.945,3.113,-5.249
1.555,-1.786,-0.988,34.119,2.991,-3.967
1.515,-1.923,-1.070,36.133,-3.906,-5.127
1.376,-2.039,-1.098,38.635,-17.273,-11.780
1.152,-2.125,-1.123,41.626,-29.785,-17.395
0.875,-2.135,-1.093,37.720,-38.574,-12.817
0.655,-2.085,-1.014,27.283,-40.894,6.531
0.470,-1.962,-0.902,16.907,-33.203,41.870
0.319,-1.737,-0.839,18.188,-23.804,86.914
0.237,-1.402,-0.801,31.799,-17.639,137.451
0.187,-0.967,-0.709,52.368,-20.813,185.120
0.239,-0.411,-0.559,77.698,-35.339,217.712
0.436,0.230,-0.487,106.934,-48.889,220.337
0.531,0.924,-0.611,124.268,-47.546,183.777
0.195,1.513,-0.892,100.769,-31.372,123.657
0.037,1.866,-0.629,4.028,-30.945,74.707
-0.197,1.971,-0.013,-114.624,-34.912,47.668
-0.431,1.955,0.559,-190.674,-27.710,43.213
-0.496,1.960,0.824,-208.984,-17.761,72.083
-0.218,2.080,1.149,-203.491,-20.447,122.131
0.050,2.247,1.392,-176.453,-26.123,167.419
0.357,2.389,1.440,-130.432,-20.752,196.533
0.583,2.519,1.466,-83.740,-12.817,212.646
0.840,2.528,1.426,-38.330,-10.010,217.468
1.089,2.451,1.275,-3.540,-8.240,205.078
1.256,2.252,0.980,14.771,-4.700,164.001
1.282,1.822,0.733,3.296,-5.859,94.543
1.122,1.305,0.721,-29.297,-28.381,13.977
0.870,0.803,0.785,-52.979,-66.284,-58.777
0.719,0.487,1.024,-65.247,-99.365,-103.638
0.640,0.302,1.242,-64.270,-115.601,-116.882
0.606,0.190,1.306,-38.330,-99.304,-107.056
0.589,0.157,1.165,4.578,-59.570,-79.834
0.570,0.188,0.855,47.058,-22.888,-48.340
0.588,0.307,0.551,76.721,-0.854,-23.926
0.548,0.452,0.276,92.102,12.268,-7.751
0.522,0.603,0.019,95.581,18.066,3.906
0.564,0.689,-0.225,84.778,25.879,14.893
0.623,0.725,-0.317,55.298,32.349,24.048
0.695,0.708,-0.315,20.752,34.180,28.748
0.750,0.661,-0.237,-5.737,33.875,28.748
0.771,0.631,-0.103,-19.409,27.527,24.780
0.771,0.608,0.017,-20.264,19.165,18.188
0.774,0.561,0.086,-13.000,10.254,11.353
0.782,0.517,0.128,-4.272,1.343,5.249
0.775,0.476,0.136,3.113,-6.409,-0.244
0.789,0.442,0.131,9.583,-13.672,-4.395
0.786,0.431,0.105,14.587,-19.348,-7.202
0.798,0.421,0.073,17.761,-22.583,-7.874
0.812,0.428,0.053,17.761,-23.987,-6.470
0.847,0.451,0.046,13.367,-21.667,-2.991
0.854,0.461,0.077,4.578,-14.893,2.075
0.868,0.431,0.119,-3.784,-8.423,5.920
0.915,0.409,0.194,-10.315,-5.005,7.507
0.961,0.392,0.275,-11.230,-4.028,5.859
0.984,0.358,0.315,-4.883,-3.723,0.549
1.000,0.337,0.314,4.272,-3.662,-4.333
0.984,0.349,0.306,12.085,-3.540,-8.789
0.952,0.373,0.274,17.517,-4.089,-12.085
0.936,0.405,0.243,20.325,-3.235,-11.780
0.919,0.435,0.206,19.165,0.122,-8.850
0.916,0.437,0.192,14.587,3.479,-5.737
0.946,0.422,0.193,10.681,3.113,-4.150
0.973,0.409,0.205,8.057,1.770,-4.456
0.991,0.399,0.228,6.653,1.038,-7.141
0.989,0.371,0.244,7.629,-0.183,-10.925
0.979,0.371,0.249,9.949,-1.526,-14.709
0.964,0.380,0.251,13.977,-0.854,-16.785
0.947,0.374,0.222,16.479,0.610,-17.395
0.928,0.378,0.195,16.724,2.380,-16.174
0.923,0.379,0.166,14.893,4.822,-13.428
0.928,0.382,0.137,11.414,8.057,-10.254
0.930,0.386,0.130,6.348,10.864,-7.568
0.937,0.375,0.141,1.587,11.108,-5.920
0.943,0.362,0.151,-0.549,9.521,-5.859
0.943,0.367,0.171,-1.221,7.751,-6.165
0.944,0.340,0.177,-0.671,6.592,-6.653
0.939,0.355,0.192,-0.549,6.836,-6.226
0.941,0.356,0.209,-0.427,8.484,-5.371
0.936,0.339,0.211,1.160,9.338,-5.676
0.933,0.322,0.194,5.859,8.606,-6.897
0.914,0.328,0.181,10.559,7.263,-8.301
0.895,0.324,0.156,14.160,6.470,-9.094
0.875,0.319,0.110,16.541,6.775,-8.484
0.857,0.357,0.040,16.663,9.583,-5.310
0.863,0.377,-0.034,11.597,13.977,-0.244
0.890,0.415,-0.037,-1.465,17.334,5.432
0.909,0.444,0.018,-15.747,18.860,8.118
0.936,0.422,0.082,-24.475,16.968,6.531
0.943,0.405,0.121,-26.733,10.498,0.732
0.946,0.371,0.167,-23.804,1.648,-7.202
0.937,0.343,0.195,-15.442,-5.981,-15.198
0.930,0.310,0.210,-4.578,-11.597,-20.142
0.927,0.300,0.224,4.089,-13.794,-22.644
0.915,0.288,0.224,10.803,-11.963,-22.888
0.904,0.289,0.213,16.602,-8.301,-20.691
0.889,0.294,0.184,20.996,-4.456,-16.968
0.891,0.307,0.157,22.461,-1.709,-12.878
0.895,0.321,0.135,19.897,-1.343,-8.484
0.896,0.323,0.123,15.808,-1.587,-5.249
0.908,0.332,0.123,13.123,-0.183,-3.723
0.915,0.309,0.107,12.451,0.244,-3.540
0.917,0.296,0.111,11.780,-0.732,-3.906
0.931,0.289,0.122,11.108,-2.197,-4.089
0.948,0.280,0.139,11.902,-2.686,-3.662
0.954,0.281,0.141,14.771,-3.479,-3.296
0.959,0.290,0.141,18.250,-5.432,-3.296
0.958,0.303,0.150,20.752,-9.460,-4.089
0.946,0.308,0.136,22.461,-12.085,-5.066
0.956,0.308,0.135,21.301,-12.512,-4.944
0.958,0.304,0.137,17.761,-12.085,-4.333
0.964,0.293,0.140,14.343,-10.437,-4.150
0.976,0.296,0.151,10.803,-7.996,-4.089
0.976,0.295,0.167,7.874,-5.249,-4.272
0.971,0.288,0.189,5.493,-2.930,-5.371
0.960,0.283,0.213,5.371,-2.319,-6.165

1.440,-0.882,-0.512,17.578,-0.732,-6.592
1.416,-1.048,-0.619,23.254,-6.104,-18.799
1.416,-1.248,-0.758,28.076,-13.123,-30.334
1.439,-1.432,-0.880,29.907,-18.799,-40.588
1.379,-1.621,-0.973,27.466,-23.010,-46.997
1.337,-1.766,-0.975,16.602,-24.719,-47.913
1.234,-1.827,-0.923,2.686,-22.522,-41.626
1.084,-1.848,-0.883,-8.484,-16.846,-28.992
0.952,-1.827,-0.842,-12.756,-11.841,-10.315
0.749,-1.723,-0.869,-4.822,-11.597,14.587
0.536,-1.587,-0.997,14.587,-11.841,48.279
0.358,-1.423,-1.169,36.987,-15.259,87.280
0.210,-1.225,-1.363,60.486,-24.170,127.869
0.094,-0.910,-1.515,82.336,-39.001,163.330
0.115,-0.522,-1.598,94.116,-64.453,185.364
0.347,0.043,-1.547,92.285,-92.834,184.753
0.415,0.576,-1.576,67.810,-103.333,151.550
0.214,1.048,-1.323,-5.432,-103.943,98.633
-0.216,1.350,-0.930,-101.746,-98.206,49.072
-0.423,1.577,-0.135,-200.989,-92.590,24.353
-0.681,1.769,0.739,-260.986,-90.332,25.208
-0.798,1.876,1.326,-255.981,-87.646,43.823
-0.823,2.097,1.663,-201.843,-78.003,78.979
-0.737,2.424,1.864,-132.202,-80.383,130.737
-0.323,2.679,1.976,-75.745,-99.365,189.880
0.307,2.953,1.996,-36.377,-96.680,250.732
0.927,3.034,1.810,-17.395,-57.495,285.095
1.456,2.750,1.403,-28.137,-8.789,273.071
1.861,2.332,1.239,-72.998,18.616,223.755
2.148,1.856,1.388,-114.502,1.404,138.855
2.182,1.297,1.621,-122.314,-44.373,20.264
2.054,0.900,1.836,-92.773,-95.581,-97.107
1.719,0.564,1.912,-44.922,-133.423,-189.392
1.239,0.252,1.745,7.324,-125.671,-231.140
0.760,0.030,1.377,52.185,-87.158,-215.332
0.566,-0.013,1.034,76.904,-27.771,-151.855
0.454,0.091,0.786,76.111,30.579,-73.547
0.430,0.232,0.561,69.885,79.834,-5.188
0.405,0.458,0.329,74.097,110.779,46.631
0.475,0.666,0.048,86.609,117.004,76.965
0.589,0.817,-0.264,92.529,110.840,82.031
0.617,0.871,-0.528,78.796,103.577,70.618
0.630,0.833,-0.638,47.729,89.844,51.147
0.629,0.774,-0.571,15.076,68.115,30.029
0.650,0.690,-0.385,-7.629,46.997,12.329
0.625,0.606,-0.239,-18.311,33.447,1.099
0.658,0.531,-0.103,-20.752,22.400,-2.441
0.679,0.459,0.018,-15.869,10.681,-3.113
0.710,0.372,0.058,-3.357,-0.977,-3.845
0.734,0.335,0.055,10.498,-11.963,-4.028
0.739,0.328,0.049,19.958,-20.325,-2.258
0.751,0.322,0.025,23.499,-22.522,2.502
0.797,0.328,0.003,22.400,-18.677,10.132
0.848,0.404,0.010,17.456,-10.437,18.555
0.918,0.466,0.018,12.573,0.732,25.269
0.961,0.513,0.003,6.470,14.038,26.428
0.983,0.563,-0.003,-0.244,20.630,23.132
1.005,0.571,0.031,-5.005,19.409,14.099
0.999,0.531,0.076,-6.409,14.221,0.671
0.968,0.466,0.092,-3.967,6.287,-13.306
0.904,0.384,0.080,0.122,-3.174,-25.024
0.857,0.315,0.083,3.357,-9.399,-29.175
0.839,0.281,0.100,2.686,-9.521,-24.109
0.834,0.257,0.101,0.366,-3.845,-12.756
0.844,0.282,0.123,-1.526,3.906,1.099
0.850,0.335,0.131,-2.563,12.146,14.771
0.879,0.393,0.125,-1.526,16.479,22.644
0.903,0.456,0.104,1.160,16.846,23.071
0.914,0.477,0.079,4.456,14.221,17.273
0.916,0.468,0.072,6.226,8.972,7.568
0.915,0.443,0.048,7.385,2.319,-2.869
0.913,0.416,0.025,7.141,-2.441,-12.085
0.892,0.380,0.017,4.028,-4.883,-17.517
0.840,0.358,-0.005,-1.404,-4.944,-17.273
0.840,0.335,0.005,-8.911,-3.540,-11.169
0.853,0.328,0.057,-18.616,-2.258,-3.906
0.854,0.317,0.102,-24.231,0.305,1.709
0.859,0.302,0.122,-24.597,2.930,5.798
0.869,0.297,0.144,-20.386,2.930,7.874
0.899,0.286,0.159,-14.160,-1.526,6.958
0.925,0.287,0.166,-5.859,-8.484,2.380
0.936,0.288,0.161,2.686,-16.724,-3.174
0.934,0.296,0.148,9.766,-23.010,-8.118
0.888,0.338,0.101,13.733,-26.001,-10.376
0.868,0.370,0.011,7.568,-24.658,-10.254
0.910,0.367,-0.009,-9.460,-24.170,-7.385
0.953,0.384,0.028,-29.297,-21.973,-3.967
0.975,0.373,0.117,-47.180,-17.151,-4.395
0.968,0.354,0.200,-51.147,-13.245,-5.981
0.974,0.333,0.259,-44.434,-11.963,-7.996
0.986,0.333,0.286,-31.616,-12.695,-9.460
0.983,0.352,0.288,-17.456,-14.038,-10.925
0.973,0.364,0.276,-4.333,-13.306,-11.658
0.958,0.388,0.241,6.104,-10.254,-10.803
0.949,0.410,0.198,13.184,-6.409,-9.583
0.948,0.426,0.150,16.907,-2.258,-7.874
0.957,0.431,0.106,17.883,2.808,-5.981
0.959,0.433,0.094,14.893,8.057,-4.395
0.950,0.414,0.087,10.437,11.963,-3.906
0.950,0.405,0.110,6.714,13.306,-3.845
0.949,0.399,0.143,5.432,12.085,-4.333
0.942,0.380,0.180,6.958,8.179,-5.798
0.924,0.363,0.193,12.878,5.188,-7.874
0.900,0.348,0.166,22.278,2.380,-8.911
0.890,0.354,0.128,30.396,0.427,-7.935
0.896,0.377,0.106,33.691,-0.793,-5.554
0.913,0.397,0.089,33.020,-0.061,-3.723
0.921,0.417,0.060,29.663,2.563,-2.319
0.937,0.425,0.031,24.536,5.432,-2.075
0.948,0.441,0.049,15.991,6.958,-3.357
0.954,0.402,0.068,8.301,6.958,-5.371
0.963,0.374,0.104,2.747,5.432,-9.155
0.956,0.347,0.143,0.427,3.113,-13.428
0.946,0.309,0.171,2.625,0.793,-17.456
0.915,0.290,0.183,8.118,-0.793,-19.470
0.896,0.285,0.182,15.503,-1.648,-18.066
0.878,0.292,0.157,21.912,-1.831,-15.442
0.876,0.301,0.122,25.757,-1.892,-11.963
