aX,aY,aZ,gX,gY,gZ
-0.100,0.667,0.537,1.831,2.747,6.287
-0.074,0.684,0.557,2.930,1.892,4.639
-0.056,0.690,0.568,3.906,1.648,1.221
-0.064,0.688,0.550,6.775,2.319,-2.563
-0.064,0.685,0.544,7.568,3.174,-4.456
-0.079,0.672,0.540,5.310,3.723,-4.395
-0.095,0.672,0.556,0.549,4.150,-2.319
-0.083,0.683,0.585,-4.395,5.798,1.160
-0.066,0.698,0.631,-7.324,8.179,4.211
-0.040,0.690,0.659,-6.836,10.193,5.249
-0.024,0.679,0.666,-3.540,10.193,3.906
-0.013,0.666,0.672,0.732,5.920,-0.061
-0.021,0.657,0.656,6.897,0.305,-3.784
-0.020,0.660,0.629,12.390,-0.549,-4.761
-0.025,0.674,0.600,13.245,0.549,-3.662
-0.038,0.688,0.570,10.376,1.587,-0.854
-0.026,0.715,0.558,5.615,2.930,2.686
-0.028,0.743,0.571,0.000,4.700,5.127
-0.034,0.769,0.592,-2.930,5.920,5.737
-0.012,0.788,0.613,-2.747,6.226,4.517
-0.010,0.785,0.609,-0.977,5.615,1.709
-0.005,0.771,0.611,0.977,3.357,-2.258
-0.013,0.755,0.621,2.930,1.709,-4.333
-0.014,0.750,0.647,3.784,0.793,-4.456
-0.017,0.736,0.658,3.235,0.854,-3.357
-0.006,0.728,0.662,3.174,2.014,-0.427
0.002,0.742,0.649,4.150,4.028,3.845
0.031,0.764,0.640,4.272,4.456,6.287
0.035,0.790,0.632,4.089,3.967,6.653
0.032,0.807,0.636,3.418,3.296,5.981
0.028,0.822,0.646,2.625,3.174,5.432
0.034,0.832,0.650,1.770,3.662,4.578
0.046,0.827,0.655,1.343,3.723,2.991
0.048,0.819,0.656,1.038,4.028,1.221
0.042,0.805,0.667,0.183,4.272,-1.343
0.045,0.776,0.661,0.854,4.883,-3.662
0.030,0.747,0.646,2.258,5.005,-4.883
0.013,0.734,0.619,3.052,5.249,-5.310
-0.002,0.725,0.600,3.052,5.188,-4.761
-0.020,0.732,0.590,1.953,5.188,-2.625
-0.020,0.752,0.592,1.099,5.127,0.671
-0.013,0.781,0.602,0.549,5.005,2.930
0.007,0.802,0.610,0.610,4.639,3.357
0.017,0.816,0.622,0.793,3.723,1.709
0.030,0.809,0.634,2.075,2.563,-0.854
0.032,0.792,0.638,3.296,2.136,-3.174
0.033,0.772,0.639,3.662,2.136,-4.150
0.031,0.759,0.642,2.930,1.831,-4.517
0.019,0.751,0.655,2.380,1.648,-4.333
0.015,0.754,0.653,0.977,2.747,-4.150
0.019,0.754,0.646,0.793,3.479,-4.150
0.026,0.755,0.637,1.282,3.784,-4.089
0.017,0.754,0.627,2.258,4.333,-4.089
0.013,0.750,0.619,3.418,4.272,-4.395
0.015,0.733,0.615,3.906,4.333,-5.371
0.008,0.720,0.608,3.601,4.700,-6.409
0.004,0.714,0.608,2.747,5.798,-6.287
0.006,0.703,0.609,1.709,6.836,-4.944
0.000,0.706,0.611,0.793,7.629,-3.723
-0.001,0.711,0.604,1.282,7.751,-2.197

0.848,0.924,1.106,0.854,4.272,41.260
0.976,0.992,1.120,0.671,11.536,42.297
1.064,1.043,1.080,1.892,20.874,40.161
1.155,1.084,1.035,3.662,28.870,36.377
1.177,1.062,1.000,3.967,30.823,29.175
1.136,1.095,1.019,2.502,29.236,23.804
1.091,1.138,1.023,3.418,30.884,19.531
1.050,1.142,1.038,3.357,30.090,16.357
0.973,1.126,1.052,2.380,27.527,16.541
0.885,1.052,1.001,3.235,27.710,19.165
0.810,1.015,0.959,3.662,31.189,24.048
0.732,1.032,0.970,3.479,33.203,28.442
0.618,1.064,0.984,6.226,32.593,28.870
0.507,1.142,0.980,11.963,31.677,24.719
0.384,1.212,0.973,14.709,29.907,17.029
0.223,1.219,0.924,10.193,30.334,7.202
0.066,1.203,0.874,-4.150,30.334,-0.916
-0.114,1.158,0.906,-28.687,27.222,-5.493
-0.310,1.057,0.999,-58.105,23.132,-8.972
-0.515,0.937,1.061,-80.566,19.409,-12.817
-0.689,0.805,1.105,-91.736,15.564,-18.311
-0.841,0.662,1.141,-90.271,8.850,-23.499
-0.933,0.549,1.174,-74.463,1.465,-27.405
-1.043,0.495,1.194,-53.955,-4.456,-31.799
-1.104,0.439,1.157,-28.320,-8.972,-36.743
-1.146,0.387,1.037,-3.418,-12.939,-39.673
-1.133,0.345,0.885,13.245,-13.123,-38.513
-1.090,0.309,0.755,16.479,-11.475,-34.424
-1.049,0.303,0.688,5.859,-5.737,-28.564
-1.052,0.312,0.640,-9.460,4.517,-22.095
-1.089,0.323,0.610,-23.865,14.465,-14.587
-1.074,0.340,0.577,-31.616,20.081,-8.362
-1.061,0.362,0.490,-32.410,21.423,-6.104
-1.014,0.378,0.384,-26.672,21.179,-6.897
-0.958,0.399,0.328,-22.034,20.020,-8.301
-0.911,0.421,0.297,-20.508,20.020,-8.606
-0.860,0.416,0.259,-19.409,21.851,-9.583
-0.823,0.403,0.252,-18.738,23.010,-11.292
-0.797,0.352,0.275,-16.968,21.973,-13.550
-0.770,0.301,0.267,-10.254,18.921,-15.320
-0.742,0.296,0.262,-2.502,14.709,-15.991
-0.700,0.324,0.252,4.639,12.634,-13.977
-0.640,0.372,0.247,9.949,12.451,-9.033
-0.580,0.429,0.248,12.634,12.939,-3.906
-0.522,0.491,0.272,12.817,14.221,0.977
-0.482,0.543,0.280,12.390,16.724,5.066
-0.422,0.580,0.262,12.695,16.663,7.324
-0.348,0.612,0.261,11.230,11.108,6.531
-0.292,0.623,0.240,10.071,5.554,4.089
-0.278,0.624,0.247,6.042,2.136,1.587
-0.276,0.616,0.293,-1.221,-0.427,0.671
-0.241,0.621,0.363,-9.216,-1.709,2.869
-0.183,0.632,0.443,-17.517,-0.427,6.836
-0.161,0.670,0.529,-22.156,3.052,8.911
-0.143,0.692,0.589,-16.479,5.127,5.493
-0.136,0.672,0.575,-1.221,4.150,-1.831
-0.156,0.652,0.540,15.137,1.953,-10.498
-0.198,0.632,0.479,27.283,0.916,-15.991
-0.238,0.636,0.435,29.602,1.526,-14.282
-0.253,0.656,0.438,20.935,3.479,-6.409
-0.264,0.703,0.485,7.019,6.165,4.150
-0.222,0.744,0.523,-4.028,8.789,14.832
-0.164,0.788,0.554,-11.047,9.766,21.301
-0.095,0.829,0.585,-14.160,9.949,20.752
-0.066,0.844,0.599,-12.268,8.423,14.526
-0.043,0.841,0.609,-7.446,6.042,5.615
-0.067,0.829,0.604,-2.869,4.883,-3.662
-0.093,0.810,0.586,0.244,4.028,-10.315
-0.116,0.794,0.568,0.854,3.723,-13.916
-0.134,0.784,0.567,-1.221,3.906,-13.733
-0.110,0.771,0.573,-3.845,4.211,-11.963
-0.086,0.777,0.589,-5.554,5.188,-9.399
-0.059,0.775,0.587,-6.165,6.836,-7.996
-0.053,0.807,0.617,-6.958,7.507,-7.935
-0.069,0.825,0.622,-3.784,8.179,-9.949
-0.052,0.822,0.582,3.296,7.446,-12.451
-0.066,0.813,0.547,7.812,4.883,-14.648
-0.081,0.801,0.535,7.385,2.441,-16.602
-0.097,0.766,0.531,4.028,-0.061,-16.602
-0.093,0.743,0.545,0.427,-0.793,-13.062
-0.087,0.734,0.568,-3.052,0.854,-8.362
-0.058,0.733,0.583,-5.066,2.625,-4.883
-0.025,0.749,0.591,-5.005,4.028,-3.540
-0.021,0.734,0.570,-4.028,4.395,-3.723
-0.026,0.754,0.586,-3.235,3.235,-3.967
-0.020,0.759,0.589,-0.977,1.709,-3.967
-0.024,0.768,0.598,0.671,0.244,-3.418
-0.032,0.788,0.603,1.526,0.305,-2.747
-0.032,0.802,0.599,2.991,-0.366,-3.052
-0.025,0.798,0.595,5.249,-2.075,-3.906
-0.022,0.778,0.590,6.042,-3.052,-4.822
-0.029,0.755,0.593,5.615,-3.540,-4.822
-0.045,0.741,0.609,4.150,-3.662,-3.540
-0.049,0.733,0.641,2.380,-3.296,-0.427
-0.055,0.709,0.642,2.319,-2.258,4.822
-0.030,0.728,0.652,2.808,0.305,11.719
-0.011,0.748,0.645,3.601,3.662,16.724
-0.003,0.777,0.656,5.005,4.761,18.433
-0.013,0.774,0.648,8.667,3.052,17.029
-0.026,0.784,0.638,14.343,0.183,13.123
-0.025,0.773,0.582,21.362,-1.892,8.667
-0.022,0.770,0.537,25.024,-4.578,5.005
-0.016,0.768,0.527,23.071,-5.981,2.747
-0.034,0.754,0.541,16.968,-5.554,2.136
-0.024,0.756,0.554,9.338,-4.150,4.150
0.009,0.745,0.581,2.563,-3.662,5.920
0.035,0.737,0.639,-2.197,-3.235,6.287
0.038,0.731,0.680,-2.258,-0.977,4.395
0.017,0.727,0.667,3.296,2.441,0.610
0.009,0.722,0.641,11.292,4.211,-4.456
-0.017,0.716,0.604,17.578,4.395,-7.446
-0.050,0.711,0.571,20.264,4.517,-8.545
-0.084,0.708,0.568,19.592,2.869,-7.446
-0.103,0.706,0.558,16.479,2.502,-4.211
-0.089,0.715,0.571,10.986,2.808,0.732
-0.062,0.729,0.594,4.517,3.296,6.714
-0.027,0.738,0.611,-0.061,3.601,10.681
-0.001,0.749,0.636,-1.770,3.967,11.658
0.010,0.751,0.663,-0.916,2.869,9.277

1.353,0.990,0.750,52.490,-12.695,35.950
1.474,1.121,0.701,68.787,-14.587,26.062
1.542,1.215,0.696,71.045,-17.822,15.686
1.553,1.266,0.804,53.955,-18.921,10.864
1.557,1.219,0.984,25.513,-19.775,10.742
1.530,1.131,1.145,-2.747,-18.250,15.747
1.438,1.057,1.333,-24.902,-10.742,24.536
1.280,0.995,1.476,-34.729,1.526,34.668
1.070,0.972,1.494,-25.269,12.512,41.077
0.798,1.013,1.413,-3.174,17.700,41.321
0.526,1.067,1.263,22.034,18.799,38.574
0.307,1.097,1.165,33.508,16.602,35.645
0.104,1.106,1.103,28.870,11.780,32.593
-0.102,1.118,1.079,12.512,10.010,29.297
-0.278,1.095,1.011,-8.118,12.390,24.170
-0.423,1.038,0.952,-28.809,11.780,13.977
-0.618,0.924,0.926,-47.852,6.775,-2.625
-0.870,0.745,0.913,-58.289,-0.793,-22.644
-1.153,0.539,0.959,-63.416,-9.644,-43.335
-1.450,0.377,0.990,-64.697,-15.259,-55.115
-1.671,0.281,0.974,-53.772,-18.494,-53.040
-1.688,0.269,0.976,-39.551,-18.860,-35.889
-1.602,0.313,0.954,-34.058,-12.939,-10.376
-1.427,0.358,0.881,-32.959,-3.357,13.306
-1.283,0.428,0.792,-33.203,2.869,25.513
-1.154,0.488,0.702,-32.349,0.366,22.156
-1.116,0.572,0.635,-29.541,-4.089,8.545
-1.101,0.565,0.522,-19.592,-3.906,-8.911
-1.107,0.488,0.396,-9.888,-5.493,-25.391
-1.084,0.396,0.345,-8.118,-9.827,-35.706
-1.055,0.318,0.291,-11.597,-10.437,-36.011
-1.006,0.279,0.216,-16.418,-3.723,-27.954
-0.933,0.274,0.193,-23.987,3.296,-17.883
-0.859,0.293,0.216,-29.053,8.484,-10.315
-0.774,0.324,0.264,-27.771,10.132,-8.240
-0.727,0.318,0.301,-20.020,8.301,-10.986
-0.698,0.328,0.326,-5.981,8.057,-13.123
-0.632,0.396,0.323,7.812,9.216,-12.512
-0.562,0.469,0.307,17.883,8.606,-8.972
-0.476,0.555,0.323,20.630,9.766,-3.784
-0.378,0.634,0.355,15.137,14.404,3.418
-0.323,0.688,0.419,4.395,18.494,8.850
-0.277,0.736,0.471,-3.357,18.311,8.972
-0.210,0.761,0.488,-0.366,17.944,3.784
-0.210,0.761,0.472,8.728,19.836,-4.822
-0.224,0.737,0.418,21.973,21.851,-15.015
-0.274,0.711,0.341,34.363,21.790,-24.048
-0.322,0.710,0.286,40.527,20.447,-28.076
-0.337,0.717,0.257,36.438,19.653,-25.391
-0.337,0.712,0.277,23.376,19.287,-18.677
-0.321,0.705,0.334,7.324,19.531,-11.169
-0.300,0.672,0.388,-5.554,20.081,-6.226
-0.273,0.651,0.458,-14.526,20.569,-4.395
-0.246,0.612,0.510,-17.761,21.301,-4.578
-0.226,0.561,0.537,-15.381,20.752,-5.493
-0.217,0.560,0.555,-8.728,20.081,-5.798
-0.196,0.598,0.558,-1.221,18.311,-6.042
-0.197,0.647,0.558,5.310,17.151,-6.226
-0.190,0.697,0.536,8.972,17.578,-5.249
-0.174,0.714,0.500,9.521,17.883,-4.456
-0.175,0.770,0.515,5.554,17.883,-3.662
-0.167,0.776,0.496,4.517,17.822,-3.845
-0.171,0.790,0.490,1.831,16.113,-4.150
-0.178,0.777,0.503,-2.869,13.672,-4.456
-0.188,0.755,0.522,-8.301,11.780,-4.089
-0.176,0.738,0.535,-12.634,10.742,-2.258
-0.146,0.731,0.553,-15.320,9.460,-0.244
-0.133,0.713,0.575,-15.320,8.545,0.183
-0.131,0.697,0.582,-11.108,7.690,-1.526
-0.118,0.696,0.598,-3.662,4.944,-3.845
-0.128,0.707,0.580,4.700,3.418,-5.371
-0.142,0.739,0.566,10.742,2.808,-6.287
-0.143,0.769,0.553,13.367,3.113,-6.165
-0.130,0.791,0.551,11.902,4.089,-4.822
-0.111,0.797,0.563,8.118,4.822,-3.662
-0.082,0.794,0.578,4.395,4.883,-2.136
-0.071,0.782,0.595,1.770,3.906,-2.014
-0.063,0.771,0.600,1.587,3.174,-2.502
-0.060,0.764,0.590,2.808,3.052,-3.052
-0.086,0.767,0.580,3.906,3.418,-3.113
-0.093,0.771,0.573,4.089,3.113,-3.479
-0.092,0.769,0.575,4.395,2.197,-4.089
-0.104,0.762,0.578,5.066,1.526,-4.822
-0.095,0.749,0.582,6.042,0.549,-5.798
-0.079,0.735,0.585,6.348,-0.977,-6.226
-0.068,0.725,0.586,5.859,-1.526,-5.676
-0.062,0.725,0.590,4.456,-1.038,-4.456
-0.069,0.740,0.607,1.343,-0.122,-2.747
-0.063,0.747,0.614,-1.648,1.892,-0.427
-0.058,0.746,0.623,-3.967,3.296,1.099
-0.055,0.749,0.634,-4.944,3.784,1.587
-0.062,0.749,0.626,-2.563,3.601,0.610
-0.063,0.745,0.609,1.587,2.625,-1.099
-0.062,0.736,0.589,4.944,0.122,-2.686
-0.069,0.739,0.580,6.531,-2.014,-3.601
-0.073,0.744,0.581,6.531,-2.380,-2.930
-0.077,0.747,0.591,4.089,-1.831,-1.404
-0.064,0.738,0.618,0.244,-0.977,-0.244
-0.044,0.724,0.646,-2.686,0.061,0.854
-0.026,0.713,0.662,-3.418,2.197,1.343
-0.023,0.707,0.674,-2.258,4.089,0.427
-0.032,0.701,0.664,0.854,5.920,-1.099
-0.039,0.715,0.652,4.456,7.080,-1.648
-0.051,0.740,0.623,7.446,8.667,-1.526
-0.065,0.768,0.592,8.423,10.437,-0.977
-0.052,0.772,0.548,7.629,10.498,-1.160
-0.067,0.808,0.576,3.052,9.644,-1.953
-0.060,0.785,0.559,2.258,10.132,-3.601
-0.062,0.753,0.559,0.977,8.118,-3.845
-0.068,0.745,0.583,-1.221,6.958,-3.174
-0.070,0.735,0.602,-1.892,7.202,-2.075
-0.066,0.725,0.603,-1.160,7.812,-0.977
-0.064,0.738,0.591,-0.061,7.996,-0.549
-0.069,0.748,0.580,1.831,6.348,-0.793
-0.081,0.755,0.566,4.700,4.395,-2.502
-0.091,0.753,0.554,7.324,2.563,-4.028
-0.094,0.742,0.557,7.935,0.671,-4.761
-0.096,0.729,0.560,7.141,-0.244,-4.639
-0.083,0.724,0.571,5.249,-0.366,-3.418

0.920,1.006,0.845,14.404,-6.348,57.861
0.975,1.099,0.862,20.752,-12.695,52.917
1.033,1.206,0.900,25.085,-21.912,45.105
1.087,1.272,0.962,27.649,-25.635,37.109
1.110,1.293,1.046,21.606,-20.752,28.687
1.124,1.272,1.135,12.817,-9.644,21.545
1.110,1.186,1.185,6.592,-1.648,16.113
1.055,1.077,1.141,9.460,0.000,12.390
0.977,1.039,1.052,24.780,2.502,10.864
0.911,1.061,0.960,45.654,1.709,10.254
0.858,1.079,0.864,64.819,-3.540,9.399
0.803,1.100,0.843,70.496,-7.019,5.981
0.677,1.117,0.898,59.937,-8.545,3.052
0.480,1.078,0.974,42.175,-9.155,2.075
0.265,1.044,1.000,22.949,-7.690,2.625
0.057,1.055,1.028,1.160,-5.493,4.578
-0.203,1.019,1.046,-21.423,-3.784,4.517
-0.413,0.965,1.078,-36.865,-4.211,3.113
-0.671,0.906,1.175,-46.936,-7.874,-0.305
-0.898,0.883,1.232,-49.866,-9.949,-4.028
-1.130,0.857,1.252,-45.349,-9.399,-9.399
-1.284,0.771,1.190,-35.889,-8.301,-18.311
-1.387,0.664,1.030,-21.790,-6.470,-26.245
-1.440,0.574,0.849,-10.193,-4.395,-30.334
-1.495,0.491,0.675,-9.949,-4.395,-31.982
-1.537,0.467,0.534,-18.005,-6.531,-29.602
-1.487,0.486,0.486,-28.992,-5.920,-22.400
-1.350,0.520,0.486,-42.480,-2.441,-13.062
-1.187,0.500,0.484,-50.781,4.700,-8.057
-1.045,0.447,0.487,-51.208,11.047,-10.925
-0.924,0.368,0.448,-38.757,11.108,-21.545
-0.834,0.322,0.419,-20.813,6.775,-35.828
-0.805,0.328,0.343,-0.793,6.470,-46.753
-0.770,0.374,0.243,14.648,9.460,-51.270
-0.766,0.450,0.150,20.203,13.733,-49.316
-0.734,0.528,0.084,16.663,15.869,-44.678
-0.656,0.595,0.062,9.216,14.526,-40.466
-0.546,0.628,0.136,0.061,12.329,-38.696
-0.447,0.646,0.220,-7.446,13.977,-38.696
-0.413,0.650,0.312,-13.977,17.822,-40.527
-0.399,0.663,0.431,-18.982,20.020,-45.471
-0.394,0.613,0.487,-16.846,21.973,-49.927
-0.419,0.582,0.486,-8.972,28.015,-53.223
-0.478,0.557,0.437,1.282,32.715,-53.955
-0.483,0.543,0.353,12.024,33.752,-51.514
-0.456,0.536,0.278,17.944,34.851,-44.617
-0.423,0.536,0.214,13.855,38.208,-34.912
-0.405,0.549,0.214,1.892,39.185,-24.719
-0.394,0.561,0.216,-8.179,35.339,-16.968
-0.351,0.584,0.246,-11.719,29.846,-12.085
-0.314,0.610,0.293,-12.146,24.414,-11.536
-0.269,0.649,0.354,-9.094,20.325,-13.367
-0.273,0.638,0.378,-2.380,16.296,-17.639
-0.257,0.620,0.363,2.747,13.977,-22.461
-0.248,0.596,0.349,8.057,10.681,-26.367
-0.249,0.569,0.333,10.010,7.507,-27.771
-0.253,0.572,0.321,11.108,7.141,-24.353
-0.247,0.591,0.346,7.935,8.423,-18.127
-0.228,0.615,0.404,1.770,10.315,-11.169
-0.178,0.629,0.470,-3.479,12.146,-5.737
-0.119,0.639,0.521,-5.493,13.855,-3.418
-0.065,0.655,0.560,-4.089,16.052,-3.113
-0.046,0.667,0.585,-1.892,17.700,-4.089
-0.028,0.691,0.576,4.456,17.456,-5.310
-0.001,0.695,0.556,10.803,13.306,-8.179
-0.008,0.717,0.548,13.733,7.263,-9.277
-0.020,0.719,0.520,16.968,5.371,-7.629
-0.026,0.729,0.512,14.160,5.554,-5.859
-0.029,0.748,0.524,8.362,6.958,-3.418
-0.024,0.758,0.543,2.502,8.545,-1.404
-0.015,0.754,0.556,-0.061,8.728,-1.160
-0.010,0.737,0.552,1.160,8.362,-2.869
0.000,0.726,0.543,5.432,7.141,-5.066
-0.010,0.712,0.535,8.301,5.432,-7.446
-0.031,0.712,0.528,9.338,5.371,-7.751
-0.049,0.716,0.551,6.714,6.348,-5.920
-0.032,0.712,0.580,1.648,7.263,-3.052
-0.013,0.716,0.604,-5.005,7.324,0.854
0.002,0.714,0.659,-10.742,5.432,2.502
0.029,0.699,0.692,-11.963,2.319,1.892
0.042,0.687,0.706,-6.409,1.282,0.122
0.040,0.683,0.680,1.526,1.404,-1.404
0.047,0.692,0.645,9.277,1.648,-1.465
0.032,0.719,0.602,13.916,2.136,-0.244
0.008,0.738,0.567,14.160,3.296,1.343
-0.002,0.757,0.540,10.925,3.845,3.662
-0.003,0.764,0.539,5.798,3.052,6.042
0.005,0.763,0.562,0.366,1.709,8.423
0.021,0.752,0.599,-2.747,1.343,10.254
0.052,0.742,0.639,-3.662,1.038,10.864
0.073,0.725,0.668,-2.563,1.038,10.437
0.072,0.731,0.687,0.000,0.549,9.399
0.071,0.745,0.689,3.723,1.038,8.972
0.073,0.763,0.695,5.554,2.869,10.010
0.068,0.785,0.700,5.310,6.104,12.207
0.065,0.812,0.684,5.249,9.949,14.526
0.085,0.839,0.671,5.981,12.085,15.076
0.098,0.850,0.647,7.385,13.672,13.306
0.108,0.848,0.600,8.423,13.794,8.850
0.083,0.848,0.559,8.606,12.207,3.662
0.047,0.830,0.547,7.202,11.230,-0.244
0.014,0.805,0.536,4.028,11.414,-0.732
-0.010,0.782,0.529,-0.061,11.902,1.404
-0.015,0.773,0.525,-3.235,12.756,3.906
-0.013,0.763,0.526,-5.066,13.550,5.859
-0.009,0.756,0.536,-5.371,14.221,6.958
-0.001,0.751,0.550,-3.906,13.794,7.324
-0.010,0.752,0.538,0.671,12.268,6.592
0.016,0.762,0.521,6.836,8.972,4.761
0.037,0.777,0.507,11.536,5.371,2.625
0.030,0.774,0.501,12.085,4.578,0.427
0.019,0.785,0.501,9.399,4.028,1.099
0.012,0.795,0.512,5.859,3.174,3.296
0.021,0.808,0.527,1.953,3.418,5.676
0.031,0.813,0.546,-1.099,4.639,7.019
0.040,0.817,0.566,-3.235,5.310,6.897
0.050,0.804,0.583,-3.113,5.371,5.615
0.059,0.793,0.584,-1.221,5.798,3.418
0.044,0.796,0.585,1.770,5.615,-0.305

1.068,0.937,0.775,27.649,-16.846,17.517
1.277,0.964,0.748,35.522,-15.686,23.560
1.451,1.007,0.703,41.626,-14.587,31.677
1.568,1.126,0.732,42.847,-17.639,40.222
1.639,1.229,0.790,44.617,-28.687,45.410
1.616,1.436,0.985,39.917,-41.138,48.401
1.561,1.565,1.221,35.095,-45.532,48.889
1.513,1.575,1.370,39.429,-40.283,46.204
1.415,1.492,1.467,48.157,-28.809,36.682
1.177,1.350,1.507,53.955,-14.160,20.813
0.873,1.161,1.437,60.486,-0.732,4.211
0.488,1.022,1.311,56.641,7.996,-5.981
0.203,0.965,1.213,39.734,14.648,-4.883
-0.033,0.956,1.173,5.615,24.963,8.179
-0.225,0.950,1.190,-37.415,38.147,26.794
-0.364,0.947,1.217,-75.317,47.974,41.382
-0.463,0.935,1.213,-96.069,52.307,46.387
-0.547,0.912,1.178,-96.436,52.307,39.246
-0.637,0.854,1.132,-82.397,47.424,19.470
-0.797,0.743,1.058,-57.922,37.720,-10.437
-0.994,0.610,0.978,-31.006,24.597,-44.678
-1.304,0.480,0.888,-7.996,8.240,-73.792
-1.576,0.356,0.750,11.230,-6.287,-87.158
-1.634,0.295,0.688,18.799,-20.935,-79.834
-1.516,0.244,0.667,8.545,-23.376,-56.702
-1.358,0.209,0.635,-10.803,-11.841,-30.701
-1.188,0.206,0.621,-27.344,-2.197,-14.099
-1.051,0.204,0.569,-31.067,2.075,-8.789
-0.944,0.185,0.477,-20.874,2.686,-12.939
-0.914,0.179,0.356,-6.226,-1.160,-21.484
-0.913,0.202,0.250,5.432,-3.540,-28.503
-0.883,0.249,0.182,9.766,-4.639,-29.907
-0.842,0.311,0.163,4.883,-3.662,-26.672
-0.817,0.360,0.153,-3.052,-0.793,-20.691
-0.740,0.411,0.142,-11.414,1.343,-15.381
-0.652,0.483,0.197,-22.095,1.221,-11.719
-0.578,0.530,0.237,-27.527,2.991,-8.972
-0.527,0.580,0.302,-30.579,6.714,-7.812
-0.488,0.594,0.353,-27.893,8.545,-8.972
-0.433,0.590,0.376,-19.531,11.414,-10.498
-0.396,0.612,0.372,-10.803,15.686,-10.864
-0.366,0.636,0.363,-2.747,19.958,-11.108
-0.331,0.648,0.316,4.883,21.484,-12.573
-0.300,0.661,0.290,9.888,18.921,-14.893
-0.279,0.671,0.287,12.207,15.015,-16.968
-0.276,0.689,0.264,13.306,14.465,-18.433
-0.253,0.708,0.240,11.475,14.954,-19.043
-0.247,0.761,0.239,5.066,14.038,-19.409
-0.232,0.778,0.248,-2.136,11.841,-21.179
-0.218,0.786,0.282,-9.583,11.536,-22.827
-0.203,0.779,0.344,-16.235,12.878,-24.170
-0.194,0.758,0.383,-20.508,13.977,-26.245
-0.193,0.729,0.403,-21.179,14.526,-28.503
-0.196,0.687,0.445,-18.860,11.963,-30.884
-0.184,0.635,0.495,-15.747,8.362,-31.982
-0.193,0.597,0.517,-11.475,7.874,-30.090
-0.170,0.589,0.540,-7.568,9.521,-25.085
-0.136,0.597,0.563,-5.127,11.902,-18.677
-0.114,0.624,0.570,-2.625,16.663,-12.756
-0.113,0.653,0.539,0.732,20.752,-9.277
-0.135,0.683,0.502,4.211,20.508,-8.423
-0.106,0.743,0.474,6.836,18.066,-8.179
-0.098,0.752,0.458,6.165,16.785,-9.460
-0.099,0.759,0.445,2.075,14.343,-10.925
-0.068,0.743,0.467,-1.526,9.521,-12.512
-0.057,0.718,0.496,-4.211,4.822,-13.855
-0.037,0.704,0.543,-5.737,1.221,-14.526
-0.023,0.681,0.590,-5.981,-0.916,-14.099
-0.007,0.670,0.612,-4.883,-1.343,-12.634
-0.007,0.672,0.628,-3.052,-0.183,-10.132
0.000,0.685,0.622,-1.038,1.709,-7.385
0.005,0.704,0.607,2.014,3.967,-5.127
0.006,0.742,0.608,5.554,6.531,-4.333
0.015,0.777,0.612,11.597,9.338,-4.883
0.028,0.765,0.567,19.775,11.230,-7.629
0.015,0.789,0.568,23.743,9.277,-11.414
0.013,0.784,0.529,30.212,6.042,-14.771
0.009,0.773,0.535,30.579,3.113,-14.893
0.003,0.771,0.554,25.024,2.319,-10.742
0.020,0.763,0.585,16.846,4.150,-5.066
0.040,0.756,0.628,8.545,7.324,0.732
0.068,0.757,0.654,4.272,9.949,4.639
0.088,0.747,0.659,4.639,9.827,4.333
0.099,0.733,0.648,8.484,8.301,1.465
0.087,0.727,0.629,14.343,7.507,-1.831
0.049,0.733,0.597,18.738,7.690,-4.028
0.028,0.746,0.556,20.264,7.568,-4.089
0.023,0.758,0.532,17.212,7.507,-1.953
0.022,0.769,0.517,10.376,8.301,2.197
0.019,0.777,0.528,2.991,9.338,6.836
0.031,0.778,0.547,-2.747,9.766,10.193
0.040,0.782,0.571,-7.812,7.629,11.902
0.059,0.771,0.598,-9.705,3.662,10.620
0.070,0.774,0.635,-7.202,1.282,7.324
0.066,0.761,0.648,-1.953,-0.732,2.808
0.089,0.748,0.646,4.578,-2.441,-2.197
0.086,0.728,0.626,9.766,-2.686,-5.920
0.062,0.714,0.604,12.451,-1.831,-7.080
0.042,0.717,0.587,11.963,0.305,-5.432
0.026,0.717,0.574,9.521,2.380,-2.136
0.018,0.728,0.541,6.775,3.967,3.357
0.033,0.765,0.532,4.395,3.784,8.240
0.050,0.796,0.543,2.502,3.235,10.498
0.057,0.811,0.551,1.282,3.540,11.108
0.065,0.819,0.559,0.488,2.930,9.521
0.079,0.818,0.572,0.549,0.854,5.798
0.083,0.791,0.585,0.671,-1.831,0.854
0.060,0.774,0.606,1.953,-3.052,-3.235
0.051,0.744,0.597,5.066,-3.723,-4.822
0.051,0.726,0.603,5.554,-4.150,-5.310
0.042,0.725,0.618,4.333,-3.662,-3.540
0.040,0.727,0.629,3.174,-2.441,-0.244
0.048,0.742,0.634,2.380,-1.343,2.502
0.044,0.754,0.627,2.808,-0.122,3.296
0.061,0.766,0.624,4.456,0.122,3.052
0.067,0.762,0.603,5.371,-0.610,2.075
0.048,0.776,0.605,5.371,-0.366,0.549
0.036,0.766,0.597,6.531,0.000,-0.305
0.035,0.754,0.594,6.836,-0.183,-0.183

0.998,0.703,0.793,6.409,-10.559,68.420
1.053,0.754,0.744,20.325,-18.860,63.904
1.088,0.823,0.704,42.297,-40.283,59.326
