aX,aY,aZ,gX,gY,gZ
0.474,0.760,-1.322,72.632,25.146,225.952
0.160,0.806,-1.365,57.251,-0.732,238.770
-0.220,0.952,-1.290,42.725,-28.870,258.118
-0.554,1.227,-1.088,26.184,-58.777,273.010
-0.687,1.912,-0.634,26.184,-82.336,279.236
-0.981,2.615,-0.572,53.040,-101.501,253.296
-1.136,2.954,-0.671,76.416,-124.512,188.599
-1.475,2.938,-0.662,83.618,-146.973,121.521
-1.380,2.834,-0.451,62.073,-172.485,74.768
-1.524,2.611,-0.257,27.832,-189.331,49.133
-1.671,2.337,-0.081,-22.339,-194.275,27.893
-1.909,2.085,0.068,-62.927,-199.280,14.648
-2.112,1.894,0.186,-86.609,-210.144,1.892
-2.424,1.796,0.125,-91.919,-222.046,-9.888
-2.554,1.874,0.113,-87.891,-238.770,-23.254
-2.600,2.015,0.197,-74.463,-254.517,-37.659
-2.613,2.112,0.254,-59.875,-265.259,-62.317
-2.652,2.142,0.355,-42.114,-266.357,-92.896
-2.625,2.109,0.497,-16.418,-264.404,-123.291
-2.584,2.029,0.631,14.099,-265.442,-150.269
-2.563,1.932,0.744,46.692,-262.817,-184.021
-2.491,1.751,0.867,80.933,-257.324,-220.825
-2.403,1.520,0.996,117.004,-248.474,-255.127
-2.279,1.249,1.138,157.715,-230.286,-286.926
-2.132,1.013,1.178,199.768,-204.590,-320.251
-1.967,0.844,0.995,231.323,-178.101,-362.305
-1.885,0.661,0.797,231.506,-155.273,-397.888
-1.807,0.446,0.751,198.669,-134.644,-408.142
-1.585,0.069,0.833,149.353,-119.629,-392.334
-1.351,-0.313,0.934,92.712,-101.624,-355.286
-1.231,-0.598,0.973,41.138,-83.618,-305.725
-1.050,-0.621,1.013,16.235,-77.026,-258.789
-0.816,-0.437,1.152,22.766,-78.552,-229.492
-0.642,-0.124,1.165,50.720,-84.595,-225.769
-0.507,0.180,1.161,78.186,-84.412,-237.610
-0.473,0.404,1.138,87.158,-78.857,-252.686
-0.451,0.384,1.149,73.547,-71.167,-267.883
-0.457,0.146,1.195,52.307,-64.514,-283.386
-0.383,-0.263,1.203,36.377,-61.646,-297.058
-0.273,-0.851,1.181,14.771,-58.594,-298.218
-0.173,-1.352,1.211,-20.020,-54.871,-276.367
-0.002,-1.688,1.233,-42.175,-49.561,-237.061
0.180,-1.780,1.251,-41.687,-42.542,-198.364
0.299,-1.628,1.219,-30.212,-35.156,-168.213
0.387,-1.326,1.140,-20.752,-28.870,-140.930
0.434,-0.924,1.023,-23.132,-21.973,-112.793
0.493,-0.578,1.018,-38.391,-19.226,-91.675
0.531,-0.396,1.047,-57.800,-20.447,-85.083
0.485,-0.332,0.999,-70.251,-18.616,-89.417
0.460,-0.412,1.034,-79.407,-20.569,-94.849
0.396,-0.601,1.122,-85.754,-28.931,-96.680
0.396,-0.839,1.225,-75.562,-34.729,-98.083
0.416,-1.097,1.321,-47.058,-33.936,-99.426
0.476,-1.302,1.347,-13.855,-27.222,-93.079
0.538,-1.370,1.332,11.902,-17.578,-75.134
0.613,-1.313,1.294,27.710,-7.751,-51.270
0.705,-1.174,1.264,36.499,0.793,-28.503
0.686,-0.933,1.160,40.344,10.620,-9.460
0.720,-0.667,1.071,38.086,19.897,4.272
0.770,-0.453,1.043,29.724,27.710,12.207
0.817,-0.298,1.048,17.944,31.433,13.550
0.820,-0.201,1.064,7.812,32.959,10.071
0.808,-0.150,1.052,0.549,32.043,4.456
0.794,-0.146,1.032,4.333,30.701,-1.343
0.817,-0.230,1.012,13.977,32.715,-4.578
0.865,-0.314,1.001,25.330,33.203,-7.751
0.879,-0.414,0.995,32.959,34.790,-11.353
0.837,-0.464,0.898,39.429,39.856,-10.132
0.764,-0.456,0.799,40.527,44.006,-3.052
0.731,-0.422,0.755,36.377,43.091,9.460
0.793,-0.366,0.767,30.334,38.879,25.269
0.823,-0.235,0.789,22.583,37.231,40.100
0.830,-0.044,0.817,14.099,40.527,50.171
0.846,0.109,0.799,9.766,45.349,52.795
0.863,0.178,0.776,7.507,49.744,47.668
0.871,0.195,0.756,8.667,52.612,38.879
0.893,0.154,0.748,14.099,53.223,29.114
0.896,0.091,0.740,20.264,54.077,20.752
0.786,0.059,0.648,26.001,55.725,16.296
0.691,0.049,0.543,27.771,54.993,16.113
0.727,0.012,0.564,22.949,46.082,21.301
0.796,-0.008,0.666,18.188,36.499,29.297
0.797,0.040,0.684,18.982,34.912,35.706
0.805,0.135,0.653,20.264,38.330,40.161
0.815,0.254,0.629,21.912,40.527,41.138
0.834,0.324,0.612,24.963,41.443,37.170
0.829,0.355,0.593,26.184,42.175,30.212
0.827,0.355,0.579,26.855,43.640,23.315
0.755,0.304,0.591,29.419,46.448,19.958
0.751,0.266,0.608,30.212,48.279,17.639
0.743,0.216,0.587,31.250,47.119,14.709
0.742,0.181,0.571,33.630,46.143,13.550
0.711,0.179,0.534,32.593,44.922,16.296
0.735,0.216,0.502,31.433,43.213,22.888
0.778,0.276,0.500,31.067,40.466,30.212
0.806,0.351,0.502,30.579,38.513,34.485
0.821,0.417,0.497,31.433,38.025,32.898
0.817,0.444,0.477,33.264,37.292,25.940
0.812,0.426,0.461,34.790,36.621,16.479
0.802,0.387,0.447,34.607,37.537,8.057
0.789,0.349,0.434,32.471,38.208,2.502
0.777,0.291,0.451,28.137,37.781,-0.793
0.782,0.236,0.456,23.437,37.903,-0.427
0.777,0.213,0.432,20.264,38.635,2.869
0.776,0.224,0.409,17.578,38.269,7.263
0.787,0.252,0.410,17.273,36.011,11.230
0.809,0.291,0.413,20.447,32.654,13.428
0.821,0.333,0.388,25.879,30.823,12.634
0.825,0.366,0.359,29.053,30.090,9.460
0.809,0.387,0.331,28.748,29.297,5.676
0.815,0.375,0.339,25.818,27.649,0.854
0.820,0.326,0.379,22.095,25.452,-3.906
0.816,0.273,0.408,19.653,24.475,-7.874
0.834,0.215,0.417,16.479,23.499,-10.315


