aX,aY,aZ,gX,gY,gZ
1.015,-0.228,0.558,15.564,32.410,-10.864
1.039,-0.201,0.550,10.437,35.645,-6.592
1.077,-0.205,0.527,12.695,37.292,-4.089
1.128,-0.223,0.449,17.639,39.673,-3.906
1.146,-0.176,0.346,23.437,42.297,-1.953
1.149,-0.108,0.223,31.006,43.335,1.343
1.113,-0.031,0.190,33.386,40.222,4.211
1.089,0.046,0.194,32.776,34.241,8.423
1.097,0.146,0.231,33.997,30.029,10.864
1.093,0.260,0.319,30.151,29.297,8.911
1.084,0.315,0.384,21.545,31.433,3.418
1.094,0.302,0.449,18.982,35.156,-4.395
1.119,0.265,0.501,25.391,40.222,-13.000
1.126,0.207,0.470,36.743,46.021,-22.034
1.104,0.118,0.365,45.776,50.537,-30.212
1.056,0.033,0.249,53.101,53.284,-33.569
1.012,-0.013,0.128,54.626,53.528,-27.954
0.994,-0.008,0.027,48.157,52.246,-16.418
0.981,0.012,0.013,40.222,48.096,-4.395
0.994,0.080,0.068,34.302,40.466,5.676
1.044,0.182,0.156,34.912,33.630,12.695
1.077,0.252,0.207,35.706,32.349,13.977
1.100,0.315,0.242,33.936,36.011,11.230
1.081,0.341,0.264,30.762,39.246,6.104
1.059,0.322,0.269,28.015,40.710,-0.244
1.043,0.270,0.212,31.128,43.457,-5.859
0.990,0.213,0.128,32.410,44.983,-11.597
0.931,0.142,0.027,34.302,42.480,-16.235
0.924,0.083,-0.047,36.316,38.696,-15.930
0.922,0.072,-0.055,32.532,35.034,-8.972
0.922,0.115,-0.039,26.306,30.884,0.732
0.931,0.167,-0.013,22.644,26.917,9.033
0.939,0.209,0.016,21.729,23.499,13.123
0.965,0.239,0.078,20.935,21.667,13.000
0.972,0.293,0.120,22.034,21.790,10.010
0.983,0.316,0.155,22.156,22.095,3.174
0.973,0.278,0.175,21.057,21.851,-5.188
0.964,0.203,0.156,22.095,22.888,-12.329
0.932,0.120,0.110,21.912,24.841,-16.357
0.882,0.060,0.036,18.127,26.184,-15.381
0.899,0.030,-0.018,12.268,25.696,-8.240
0.922,0.038,-0.013,7.507,21.851,1.648
0.928,0.060,0.012,6.958,16.968,10.315
0.936,0.099,0.027,7.385,13.000,15.259
0.949,0.140,0.036,9.949,9.583,16.052
0.952,0.178,0.048,14.771,6.287,13.245
0.956,0.205,0.067,17.456,3.113,9.094
0.962,0.225,0.087,18.494,2.075,4.272
0.981,0.226,0.103,17.944,3.906,-0.244
0.965,0.227,0.150,13.733,7.935,-3.174
0.956,0.200,0.159,9.521,11.353,-4.272
0.937,0.161,0.138,7.080,14.343,-4.272
0.933,0.127,0.114,1.099,16.846,-2.319
0.952,0.115,0.113,-3.967,18.372,3.906
0.950,0.136,0.098,-4.333,18.311,9.766
0.952,0.162,0.085,-0.183,16.052,10.559
0.960,0.182,0.063,6.714,12.207,7.629
0.957,0.189,0.043,12.695,8.179,2.991
0.961,0.171,0.048,18.311,3.357,-2.441

1.670,-0.188,-0.791,148.926,60.425,97.595
1.427,-0.323,-0.665,135.498,51.758,86.365
1.151,-0.419,-0.519,115.906,56.152,91.064
0.917,-0.479,-0.497,105.591,67.017,115.845
0.648,-0.452,-0.602,89.478,83.435,159.119
0.432,-0.308,-0.803,62.866,103.149,213.257
0.197,-0.054,-0.936,27.039,118.835,268.494
-0.048,0.312,-1.083,-10.925,131.653,320.190
-0.201,0.724,-1.169,-34.424,149.292,355.530
-0.336,1.158,-1.376,-49.683,148.804,367.859
-0.434,1.515,-1.553,-41.809,134.338,352.722
-0.484,1.653,-1.763,-13.123,113.831,308.777
-0.574,1.606,-1.919,15.198,82.153,247.253
-0.673,1.395,-1.941,30.212,38.086,189.331
-0.793,1.141,-1.871,29.175,2.258,156.677
-0.878,0.953,-1.804,14.893,-23.621,157.288
-1.028,0.882,-1.786,-14.404,-47.363,187.561
-1.163,0.956,-1.820,-52.368,-72.021,236.694
-1.297,1.226,-1.753,-87.952,-97.717,289.490
-1.477,1.832,-1.658,-103.333,-126.282,324.829
-1.493,2.573,-1.385,-91.309,-155.273,319.946
-1.490,3.099,-1.103,-55.786,-180.908,269.897
-1.526,3.127,-1.070,-10.742,-200.073,185.974
-1.655,2.764,-0.995,3.967,-213.562,103.149
-1.799,2.379,-0.854,-1.648,-230.469,57.617
-1.843,2.149,-0.670,-10.742,-246.277,52.429
-1.884,2.052,-0.416,-28.748,-256.531,63.538
-1.936,2.027,-0.282,-41.565,-267.578,69.458
-2.040,1.991,-0.257,-43.030,-284.119,62.073
-2.289,1.937,-0.293,-43.884,-307.617,40.222
-2.437,1.864,-0.189,-40.100,-340.759,12.939
-2.467,1.757,0.074,-31.860,-376.587,-11.536
-2.470,1.640,0.434,-19.653,-406.006,-39.001
-2.472,1.543,0.767,3.357,-424.072,-71.045
-2.524,1.282,1.006,28.503,-436.340,-108.887
-2.455,0.984,1.262,52.246,-447.693,-145.447
-2.310,0.672,1.544,83.862,-456.116,-171.692
-2.055,0.365,1.743,121.216,-457.397,-191.833
-1.698,0.017,1.813,161.133,-447.632,-209.717
-1.370,-0.285,1.796,196.594,-420.105,-220.215
-1.025,-0.527,1.766,218.567,-378.418,-220.337
-0.810,-0.768,1.600,223.450,-335.754,-218.872
-0.453,-1.107,1.461,208.923,-304.749,-217.224
-0.187,-1.402,1.479,173.645,-285.522,-199.463
-0.119,-1.382,1.628,131.042,-258.545,-158.447
0.013,-1.122,1.769,82.336,-227.539,-101.563
0.150,-0.653,2.056,19.897,-203.125,-41.809
0.270,-0.035,2.342,-27.222,-180.847,7.141
0.449,0.531,2.495,-32.959,-156.250,33.020
0.689,1.023,2.620,-2.808,-125.427,22.461
0.739,1.270,2.386,48.950,-87.585,-21.667
0.767,1.152,1.957,91.553,-49.011,-83.313
0.714,0.684,1.645,102.112,-17.334,-132.080
0.633,0.182,1.422,88.562,7.263,-150.818
0.634,-0.138,1.241,73.425,27.466,-141.907
0.709,-0.227,1.100,67.017,41.077,-120.544
0.741,-0.135,0.946,70.313,52.124,-100.586
0.770,0.061,0.786,76.355,60.120,-84.961
0.780,0.266,0.642,81.726,60.547,-77.332
0.739,0.401,0.540,80.811,52.612,-79.773
0.739,0.484,0.505,72.388,42.847,-83.191
0.703,0.535,0.462,58.228,35.583,-81.726
0.647,0.526,0.447,39.673,28.687,-79.102
0.601,0.462,0.473,21.240,20.935,-73.730
0.662,0.337,0.528,11.230,14.343,-66.101
0.765,0.222,0.573,11.047,11.292,-58.228
0.861,0.147,0.656,18.188,9.888,-51.331
0.925,0.104,0.727,30.151,10.254,-48.523
0.921,0.103,0.739,47.913,12.573,-48.401
0.926,0.119,0.738,64.758,14.771,-48.828
0.904,0.151,0.718,74.219,17.456,-47.485
0.866,0.197,0.686,73.669,20.935,-44.495
0.845,0.300,0.637,63.354,24.963,-39.673
0.878,0.346,0.615,49.561,27.466,-36.011
0.896,0.330,0.595,34.546,28.076,-34.546
0.940,0.259,0.582,20.569,29.541,-32.227
0.964,0.171,0.584,13.550,28.992,-31.372
0.953,0.101,0.613,11.475,27.466,-31.128
0.938,0.056,0.645,15.747,25.879,-30.090
0.917,0.049,0.666,24.109,25.452,-27.466
0.894,0.076,0.658,31.616,26.794,-22.949
0.890,0.134,0.617,34.546,29.480,-16.296
0.910,0.192,0.575,32.654,32.166,-8.911
0.935,0.235,0.555,27.344,34.790,-4.272
0.918,0.260,0.506,22.095,38.208,-2.625
0.912,0.295,0.438,17.944,41.809,-2.197
0.903,0.316,0.422,13.184,42.053,-2.686
0.878,0.316,0.400,8.240,39.856,-3.845
0.860,0.317,0.379,6.592,38.635,-4.272
0.832,0.318,0.398,5.798,36.682,-3.845
0.824,0.323,0.398,7.446,34.119,-2.930
0.839,0.327,0.372,10.864,32.288,-2.258
0.840,0.321,0.330,15.442,29.358,-2.991
0.854,0.314,0.310,18.616,26.184,-3.235
0.886,0.332,0.307,18.799,24.109,-2.502
0.887,0.349,0.316,18.005,23.193,-2.319
0.879,0.362,0.313,16.541,23.254,-3.174
0.868,0.376,0.298,13.428,24.231,-2.563
0.865,0.388,0.287,7.874,24.780,-0.488
0.859,0.404,0.290,3.967,24.719,0.366
0.853,0.407,0.303,3.235,23.376,-1.892
0.865,0.388,0.318,4.883,20.935,-5.371
0.874,0.365,0.324,9.155,19.226,-9.705
0.866,0.350,0.351,13.794,17.578,-14.160
0.861,0.338,0.360,19.043,15.564,-17.883
0.866,0.327,0.381,23.071,13.428,-20.813
0.866,0.318,0.427,24.292,11.963,-21.790
0.857,0.305,0.466,25.574,11.902,-22.705
0.827,0.297,0.460,25.696,14.709,-22.888
0.831,0.289,0.454,22.400,18.372,-21.118
0.843,0.287,0.458,18.616,20.813,-18.188
0.846,0.290,0.463,15.808,23.315,-15.869
0.863,0.313,0.464,15.320,27.161,-13.977
0.856,0.353,0.454,16.724,30.945,-13.672
0.853,0.392,0.435,17.639,34.058,-15.869
0.840,0.411,0.446,16.907,35.767,-19.531
0.829,0.401,0.472,17.883,35.706,-24.902
0.849,0.366,0.477,20.508,36.011,-30.823
0.871,0.313,0.472,23.071,36.865,-35.706

-0.310,1.387,-1.260,-40.588,91.064,260.315
-0.401,1.332,-1.290,-62.439,76.843,252.014
-0.519,1.179,-1.288,-80.994,60.608,247.009
-0.708,0.971,-1.358,-87.219,47.607,246.277
-0.851,0.819,-1.474,-83.130,34.790,252.075
-1.046,0.772,-1.579,-70.557,15.869,262.512
-1.213,0.762,-1.645,-49.683,-9.705,266.907
-1.368,0.854,-1.683,-24.719,-40.833,264.038
-1.511,1.032,-1.668,-5.188,-74.524,257.507
-1.668,1.311,-1.611,6.592,-105.652,247.742
-1.798,1.612,-1.599,8.667,-129.028,232.544
-1.959,1.783,-1.584,2.319,-150.696,210.815
-2.132,1.797,-1.564,-8.301,-171.265,187.866
-2.356,1.692,-1.501,-14.404,-187.927,171.204
-2.554,1.530,-1.483,-5.798,-207.031,163.208
-2.712,1.364,-1.355,13.916,-230.469,158.691
-2.904,1.211,-1.143,42.969,-257.446,152.039
-3.199,1.132,-0.983,69.031,-286.438,139.221
-3.578,1.233,-0.718,79.224,-319.519,127.747
-3.807,1.418,-0.260,83.557,-369.141,120.117
-3.708,1.575,0.593,89.844,-422.119,108.337
-3.403,1.719,1.407,105.896,-462.158,84.473
-2.975,1.844,1.981,151.672,-478.943,36.987
-2.522,1.883,2.274,209.534,-466.248,-37.781
-2.139,1.706,2.237,270.752,-434.265,-134.644
-1.866,1.309,2.141,324.890,-396.851,-240.417
-1.707,0.734,1.855,379.517,-363.586,-336.792
-1.505,-0.080,1.396,422.913,-330.566,-409.485
-1.102,-0.902,1.051,421.997,-294.983,-440.186
-0.798,-1.557,0.859,339.966,-256.653,-406.921
-0.528,-1.878,0.842,200.073,-205.688,-319.031
-0.335,-1.781,1.029,59.753,-164.001,-207.336
-0.037,-1.370,1.214,-21.423,-152.283,-107.666
0.095,-0.760,1.440,-38.025,-151.672,-49.500
0.175,0.010,1.656,-19.958,-156.677,-35.156
0.201,0.830,1.749,37.354,-154.480,-56.274
0.214,1.372,1.728,82.764,-149.963,-99.426
0.170,1.503,1.735,83.984,-144.409,-147.400
0.201,1.118,1.815,53.589,-128.052,-176.941
0.305,0.467,1.955,14.832,-103.760,-178.345
0.513,-0.019,2.214,-19.165,-77.454,-163.208
0.780,-0.251,2.264,-18.372,-46.875,-143.921
0.839,-0.214,2.089,21.545,-11.108,-138.062
0.696,-0.028,1.686,76.538,20.447,-147.156
0.578,0.195,1.203,124.146,39.185,-155.396
0.556,0.335,0.845,130.859,46.509,-151.550
0.535,0.352,0.713,87.280,47.424,-138.855
0.510,0.301,0.726,27.832,45.410,-120.605
0.531,0.275,0.754,-8.301,43.335,-103.394
0.569,0.288,0.874,-24.902,38.025,-95.886
0.588,0.345,0.964,-20.996,33.264,-97.290
0.579,0.421,0.984,-2.625,31.799,-104.675
0.577,0.497,1.007,25.085,31.067,-115.173
0.661,0.495,0.992,62.256,31.006,-123.535
0.774,0.453,0.941,96.375,32.654,-130.493
0.782,0.366,0.855,108.765,38.208,-135.986
0.698,0.248,0.721,97.534,44.250,-135.986
0.684,0.142,0.641,66.528,50.720,-124.451
0.727,0.067,0.680,29.114,55.542,-104.431
0.765,0.008,0.776,5.676,58.167,-89.600
0.790,-0.079,0.869,5.249,59.082,-87.158
0.846,-0.135,0.879,20.691,59.631,-91.248
0.898,-0.098,0.802,43.640,63.904,-94.604
0.942,-0.020,0.710,64.514,67.566,-93.750
0.976,0.048,0.614,72.754,66.772,-88.440
1.000,0.132,0.492,72.021,66.833,-80.933
0.955,0.190,0.429,59.143,70.984,-72.327
0.844,0.203,0.385,35.583,74.829,-62.866
0.872,0.176,0.383,17.761,75.500,-52.490
0.937,0.129,0.452,10.376,72.876,-46.692
1.006,0.081,0.481,18.127,71.289,-50.232
1.023,0.045,0.428,37.476,72.937,-60.974
1.024,0.012,0.344,58.777,73.853,-72.571
1.035,-0.025,0.257,78.125,70.801,-79.224
1.059,-0.074,0.228,88.928,66.528,-78.735
1.021,-0.088,0.182,88.623,66.040,-69.153
0.897,-0.097,0.049,77.881,67.261,-53.101
0.879,-0.041,-0.114,56.030,67.505,-30.823
0.985,0.081,-0.122,31.494,63.477,-3.296
1.067,0.204,0.002,17.517,54.443,14.771
1.112,0.276,0.033,18.005,50.293,15.259
1.099,0.327,-0.018,21.057,53.345,4.822
1.098,0.343,-0.105,21.912,54.932,-4.822
1.075,0.342,-0.162,23.437,53.101,-11.841
1.049,0.309,-0.164,24.292,47.485,-18.555
1.043,0.271,-0.147,26.855,39.734,-24.414
1.009,0.239,-0.127,31.067,33.020,-26.917
1.005,0.209,-0.135,34.485,26.367,-26.489
1.058,0.185,-0.118,33.203,20.264,-22.156
1.078,0.185,-0.075,27.039,17.456,-14.526
1.094,0.213,-0.023,18.188,16.846,-8.240
1.084,0.244,-0.016,12.817,18.250,-4.822
1.075,0.271,-0.022,10.803,19.958,-4.578
1.063,0.268,-0.036,12.512,21.423,-5.676
1.034,0.255,-0.012,12.512,21.484,-6.470
1.010,0.235,0.011,11.108,21.362,-6.287
0.994,0.213,0.042,10.925,20.996,-5.859
0.973,0.186,0.076,12.146,19.165,-5.737
0.959,0.165,0.113,13.306,16.785,-4.944
0.951,0.143,0.138,14.099,14.954,-3.906
0.932,0.125,0.146,14.648,14.038,-2.197
0.914,0.112,0.125,14.282,14.465,0.732
0.934,0.100,0.125,10.925,14.526,5.127
0.926,0.115,0.150,4.944,13.489,10.132
0.924,0.127,0.153,2.808,13.489,14.282
0.935,0.152,0.155,4.639,14.587,15.869
0.922,0.201,0.169,5.920,14.771,15.015
0.919,0.249,0.176,7.996,13.733,11.719
0.926,0.268,0.183,13.123,11.902,6.653
0.920,0.260,0.182,16.174,10.376,2.380
0.919,0.239,0.170,16.357,10.925,0.732
0.924,0.222,0.166,14.038,12.146,1.282
0.935,0.212,0.166,12.024,12.390,2.197
0.938,0.208,0.154,12.817,12.329,2.014
0.946,0.203,0.127,15.930,11.902,1.038
0.945,0.209,0.128,19.653,9.949,-0.488
0.964,0.211,0.166,23.315,6.592,-2.563
0.969,0.234,0.175,24.353,6.470,-3.357
0.958,0.269,0.129,20.874,9.888,-3.662

-0.461,1.076,-1.544,95.825,193.420,277.832
-0.536,1.091,-1.634,98.633,170.532,265.625
-0.653,1.041,-1.703,108.215,141.846,248.230
-0.821,0.962,-1.786,115.356,113.342,231.567
-1.005,0.934,-1.978,125.427,87.769,224.426
-1.233,0.993,-2.319,146.057,55.481,229.065
-1.509,1.074,-2.599,129.944,7.446,239.624
-1.820,1.189,-2.717,81.604,-42.969,259.521
-1.997,1.263,-2.713,46.204,-94.604,286.072
-2.190,1.421,-2.402,4.272,-144.043,305.908
-2.372,1.834,-1.805,-9.155,-181.458,311.157
-2.404,2.462,-1.268,30.884,-211.731,280.823
-2.366,2.817,-1.079,99.792,-240.479,205.322
-2.404,2.695,-0.807,144.958,-265.076,103.882
-2.536,2.335,-0.558,157.104,-284.851,20.569
-2.573,1.894,-0.280,161.865,-298.889,-17.029
-2.532,1.614,0.001,147.339,-314.392,-26.550
-2.569,1.478,0.297,128.235,-331.482,-27.893
-2.663,1.376,0.598,113.831,-353.699,-36.865
-2.747,1.252,0.812,108.948,-380.371,-55.054
-2.756,1.177,0.978,110.962,-410.889,-77.271
-2.538,1.224,1.655,100.403,-439.941,-97.229
-2.375,1.463,2.261,80.811,-454.224,-127.136
-2.265,1.734,2.610,76.355,-444.458,-178.345
-2.150,1.621,2.538,70.923,-414.185,-238.770
-2.102,1.110,2.469,62.500,-382.996,-294.861
-1.975,0.613,2.439,60.913,-362.244,-336.304
-1.668,0.202,2.331,79.834,-343.628,-356.262
-1.317,-0.120,2.149,104.004,-318.420,-364.197
-0.973,-0.387,1.975,130.798,-285.950,-361.877
-0.730,-0.614,1.809,157.654,-247.437,-347.595
-0.596,-0.809,1.671,173.462,-208.313,-330.200
-0.262,-0.917,1.489,177.795,-184.753,-326.172
-0.011,-0.932,1.279,181.885,-175.415,-332.642
0.182,-0.983,1.169,173.889,-176.331,-334.900
0.117,-1.000,1.232,156.128,-173.157,-313.965
0.208,-0.914,1.343,112.976,-160.461,-277.283
0.315,-0.857,1.372,46.082,-146.179,-229.675
0.518,-0.881,1.557,-3.540,-124.695,-169.556
0.641,-0.782,1.711,-9.521,-102.234,-115.845
0.656,-0.651,1.790,14.648,-78.613,-87.036
0.679,-0.506,1.759,51.025,-58.350,-84.229
0.744,-0.392,1.618,84.473,-44.067,-91.919
0.756,-0.344,1.461,94.299,-30.273,-97.168
0.803,-0.344,1.343,83.618,-16.724,-96.313
0.850,-0.337,1.270,69.275,-4.150,-89.722
0.872,-0.269,1.188,60.181,9.399,-81.543
0.885,-0.173,1.125,55.115,24.902,-75.684
0.864,-0.100,1.086,49.255,37.415,-75.928
0.803,-0.056,1.067,43.152,45.288,-79.895
0.762,-0.034,1.038,38.086,48.523,-82.825
0.754,-0.047,1.056,26.978,52.368,-78.308
0.752,-0.090,1.096,10.254,59.998,-67.810
0.783,-0.124,1.013,-1.648,65.308,-55.298
0.809,-0.149,0.902,-0.427,67.871,-45.410
0.853,-0.136,0.845,5.066,68.542,-39.063
0.867,-0.055,0.827,12.207,69.397,-37.781
0.845,0.036,0.833,20.752,73.730,-41.992
0.804,0.123,0.839,27.222,81.055,-49.133
0.705,0.153,0.778,26.184,88.135,-57.800
0.611,0.152,0.622,21.118,92.163,-65.186
0.666,0.107,0.561,20.691,90.393,-60.791
0.826,0.002,0.656,-0.183,78.003,-50.049
0.886,-0.110,0.682,-11.475,67.505,-44.312
0.869,-0.184,0.612,-4.761,67.139,-43.335
0.861,-0.187,0.514,0.305,68.848,-42.114
0.835,-0.150,0.481,4.700,65.369,-41.199
0.847,-0.124,0.492,12.939,56.396,-43.762
0.865,-0.115,0.510,22.522,48.279,-49.133
0.891,-0.153,0.595,20.020,46.631,-55.481
0.910,-0.202,0.634,16.113,54.504,-57.678
0.882,-0.255,0.634,17.578,68.970,-55.542
0.810,-0.294,0.593,18.494,82.214,-51.208
0.759,-0.338,0.502,23.254,91.736,-45.654
0.713,-0.365,0.385,30.396,93.933,-38.208
0.741,-0.382,0.242,36.682,88.257,-29.114
0.802,-0.382,0.161,42.908,78.064,-18.372
0.819,-0.347,0.142,43.274,66.223,-9.155
0.813,-0.286,0.121,45.044,57.434,-2.747
0.833,-0.185,0.096,49.072,52.124,3.052
0.851,-0.101,0.095,48.462,48.828,6.226
0.903,0.007,0.185,36.682,47.180,6.592
0.937,0.088,0.191,33.264,49.011,3.479
0.977,0.150,0.224,42.664,50.659,-3.906
1.027,0.155,0.202,55.176,53.162,-12.939
1.009,0.099,0.131,64.270,59.082,-21.484
0.965,0.026,0.012,81.848,61.646,-29.846
0.927,-0.051,-0.052,100.281,54.443,-38.635
0.931,-0.108,-0.113,109.375,43.762,-43.274
0.968,-0.143,-0.131,112.305,34.607,-42.053
0.980,-0.103,-0.091,109.802,27.466,-34.546
1.014,-0.003,-0.015,105.164,22.217,-22.705
1.081,0.110,0.026,97.595,21.912,-11.414
1.128,0.195,0.058,84.106,28.870,-5.127
1.094,0.222,0.070,67.017,38.330,-5.249
1.073,0.189,0.031,50.842,41.199,-9.827
1.090,0.104,-0.045,40.405,38.818,-14.832
1.061,0.009,-0.130,37.842,37.415,-16.785
1.022,-0.060,-0.158,32.349,33.203,-14.893
1.012,-0.107,-0.162,27.893,26.611,-9.583
1.013,-0.100,-0.149,27.100,20.203,-2.930
1.020,-0.077,-0.104,28.015,13.184,3.601
1.041,-0.031,-0.039,26.917,7.019,10.498
1.078,0.045,0.016,27.527,4.639,16.846
1.105,0.141,0.065,28.992,5.066,18.677
1.101,0.211,0.127,27.832,5.432,14.099
1.101,0.221,0.145,25.635,7.202,4.395
1.073,0.169,0.097,25.635,11.169,-4.578
1.064,0.094,0.040,22.156,15.137,-9.399
1.031,0.006,-0.015,16.846,18.372,-10.010
1.032,-0.074,-0.049,9.705,19.836,-6.714
1.037,-0.113,-0.065,3.235,19.409,0.427
1.053,-0.094,-0.040,-2.625,15.747,11.414
1.075,-0.051,0.030,-5.981,10.620,22.827
1.094,0.006,0.058,-4.944,10.315,32.104
1.110,0.102,0.066,-5.371,14.465,37.231
1.115,0.185,0.078,-8.606,18.555,36.377
1.082,0.238,0.064,-7.629,22.705,30.212
1.055,0.242,0.037,-8.850,25.452,20.203

-0.208,0.633,-1.579,-6.409,11.536,214.417
-0.392,0.539,-1.664,16.418,-9.460,221.985
-0.514,0.548,-1.597,34.058,-23.315,235.291
-0.643,0.740,-1.508,29.114,-44.373,248.413
-0.815,0.983,-1.351,10.193,-66.589,253.479
-0.938,1.238,-1.201,-2.808,-86.609,247.925
-1.074,1.362,-1.039,-23.315,-98.816,236.023
-1.229,1.535,-0.900,-49.011,-105.042,222.046
-1.273,1.752,-0.812,-87.585,-119.629,203.613
-1.488,1.844,-0.847,-114.197,-127.747,182.312
-1.722,1.750,-0.881,-119.324,-124.634,160.400
-2.039,1.615,-0.956,-105.408,-124.390,136.963
-2.228,1.510,-1.032,-78.979,-132.935,121.216
-2.403,1.425,-1.055,-67.566,-151.855,115.540
-2.609,1.445,-1.076,-54.810,-175.049,114.014
-2.739,1.556,-1.019,-33.752,-197.021,108.215
-2.848,1.665,-0.932,-10.071,-220.886,90.881
-2.872,1.726,-0.790,13.794,-244.934,59.265
-2.890,1.714,-0.719,39.368,-267.822,19.958
-2.892,1.636,-0.621,69.214,-284.485,-26.367
-3.066,1.562,-0.831,100.403,-294.128,-80.322
-3.455,1.390,-1.204,123.718,-310.120,-138.489
-3.652,1.032,-1.105,129.883,-342.896,-185.791
-3.724,0.518,-0.751,132.446,-381.165,-207.642
-3.550,0.013,-0.620,137.573,-412.354,-209.900
-3.491,-0.413,-0.478,146.240,-417.908,-208.496
-3.370,-0.824,-0.135,154.602,-409.058,-208.191
-3.184,-1.168,0.422,163.025,-421.997,-205.933
-2.890,-1.178,0.852,182.617,-443.054,-199.158
-2.513,-0.946,1.189,212.402,-458.313,-194.336
-2.265,-0.722,1.470,243.713,-463.135,-198.425
-1.958,-0.503,1.743,268.066,-453.857,-215.637
-1.759,-0.295,1.955,277.466,-431.641,-232.117
-1.485,-0.169,2.210,282.410,-399.353,-237.854
-1.286,-0.064,2.447,303.406,-360.352,-249.451
-0.921,-0.004,2.698,330.200,-320.007,-272.522
-0.653,0.067,2.773,340.027,-277.405,-289.917
-0.528,0.062,2.736,320.007,-231.384,-291.565
-0.272,-0.287,2.790,263.367,-189.270,-281.555
0.038,-0.825,2.974,177.979,-140.808,-257.996
0.245,-1.290,3.059,104.126,-76.294,-225.220
0.510,-1.510,3.001,69.336,-13.367,-190.552
0.737,-1.530,2.884,65.857,24.475,-166.992
0.695,-1.365,2.639,82.886,46.021,-162.781
0.603,-0.999,2.324,114.319,75.073,-164.062
0.436,-0.613,1.887,140.076,98.633,-155.273
0.312,-0.325,1.445,142.578,96.741,-140.320
0.299,-0.195,1.152,124.512,84.045,-122.009
0.253,-0.158,0.985,100.342,73.975,-104.126
0.403,-0.267,1.007,75.439,65.247,-91.431
0.610,-0.441,1.057,57.495,57.617,-80.933
0.758,-0.670,1.065,46.204,52.368,-73.242
0.838,-0.859,1.065,53.528,69.275,-70.313
0.857,-0.991,1.024,78.735,97.595,-69.885
0.840,-0.973,0.916,112.000,114.502,-66.467
0.796,-0.774,0.825,147.827,127.380,-55.359
0.957,-0.582,0.683,176.147,141.357,-34.424
1.042,-0.282,0.507,186.462,153.442,-16.724
0.886,0.123,0.261,171.936,156.982,-7.935
1.022,-0.056,0.145,94.299,124.939,-5.554
0.875,-0.131,0.124,34.668,83.862,-16.724
0.983,-0.188,0.195,3.174,52.856,-11.353
1.186,-0.194,0.340,4.700,36.499,5.676
1.262,-0.160,0.388,18.188,32.654,9.949
1.247,-0.141,0.358,33.508,35.461,1.038
1.220,-0.091,0.277,54.260,38.086,-4.517
1.214,-0.028,0.186,70.496,36.255,-2.991
1.189,0.001,0.117,73.242,35.950,5.066
1.129,0.087,0.185,64.331,46.204,15.991
1.116,0.174,0.202,52.246,54.199,21.912
1.079,0.205,0.193,44.250,56.763,17.090
1.022,0.193,0.157,44.312,55.481,7.751
1.014,0.183,0.037,49.927,44.006,1.526
1.071,0.151,0.053,55.481,27.771,3.540
1.122,0.100,0.146,60.425,13.000,8.789
1.154,0.056,0.227,69.580,3.235,9.949
1.147,0.032,0.313,72.205,3.662,12.329
1.089,0.047,0.438,68.726,7.935,12.451
1.068,0.081,0.498,65.552,11.292,11.841
1.044,0.155,0.517,57.739,16.174,12.085
0.999,0.237,0.499,44.373,22.461,14.526
1.008,0.302,0.463,26.733,27.832,19.287
0.989,0.328,0.455,11.841,33.142,24.536
0.976,0.370,0.430,5.127,35.522,27.771
0.970,0.396,0.438,5.249,31.921,27.039
0.932,0.407,0.450,15.198,24.841,22.278
0.945,0.397,0.430,32.532,16.663,15.869
0.922,0.361,0.435,44.312,12.817,8.179
0.890,0.310,0.475,44.556,14.038,2.197
0.890,0.250,0.518,43.396,15.625,0.061
0.902,0.213,0.522,42.236,17.151,1.709
0.906,0.222,0.496,38.147,21.362,5.554
0.891,0.263,0.457,31.128,26.794,10.376
0.884,0.295,0.419,21.606,30.518,15.015
0.889,0.306,0.404,14.832,32.104,17.456
0.889,0.315,0.374,14.771,33.569,14.832
0.872,0.310,0.323,18.188,35.339,7.690
0.849,0.291,0.312,20.874,34.302,-0.854
0.826,0.246,0.339,23.987,28.931,-9.583
0.831,0.184,0.385,27.344,21.912,-16.418
0.864,0.127,0.418,29.785,17.822,-17.639
0.876,0.074,0.442,27.588,17.517,-13.550
0.891,0.059,0.465,19.897,18.555,-4.761
0.895,0.082,0.425,9.766,23.987,6.592
0.882,0.154,0.369,1.282,30.884,16.113
0.844,0.216,0.306,-3.967,35.706,17.334
0.817,0.250,0.260,-3.784,37.231,9.888
0.812,0.238,0.215,3.662,34.851,-1.465
0.789,0.187,0.163,13.550,30.029,-10.803
0.780,0.140,0.145,19.531,24.780,-15.320
0.794,0.106,0.183,20.508,18.982,-14.709
0.831,0.078,0.237,19.592,13.306,-12.329
0.860,0.073,0.282,16.724,9.827,-9.644
0.886,0.088,0.308,11.353,8.972,-6.042
0.906,0.108,0.316,7.996,10.193,-3.174
0.920,0.124,0.325,8.362,11.963,-1.221
0.924,0.138,0.310,11.108,14.404,-0.793
0.927,0.145,0.293,13.916,16.907,-1.892
0.935,0.161,0.268,14.465,18.494,-3.418

0.938,1.037,-0.600,174.133,106.689,242.065
0.848,1.023,-0.773,163.208,106.506,234.985
0.888,0.971,-1.006,142.761,96.985,230.774
0.921,0.928,-1.228,122.742,79.346,227.173
0.733,0.817,-1.266,98.572,54.199,223.633
