aX,aY,aZ,gX,gY,gZ
0.470,-0.571,-0.848,23.437,-60.303,-28.870
0.513,-0.627,-0.627,13.794,-85.571,-36.865
0.537,-0.681,-0.383,4.517,-103.394,-41.138
0.547,-0.709,-0.129,-1.343,-109.253,-42.542
0.540,-0.760,0.061,-1.526,-100.830,-43.030
0.522,-0.825,0.154,2.075,-78.491,-40.466
0.521,-0.867,0.172,4.150,-47.058,-32.593
0.526,-0.899,0.148,3.113,-14.954,-23.010
0.539,-0.907,0.088,1.343,10.681,-15.320
0.553,-0.915,0.008,-0.671,27.588,-10.925
0.545,-0.923,-0.055,-3.174,33.386,-10.864
0.520,-0.934,-0.100,-5.615,29.724,-13.367
0.483,-0.964,-0.120,-6.714,20.264,-16.235
0.462,-0.982,-0.120,-6.775,9.033,-17.578
0.429,-0.990,-0.089,-6.470,-1.160,-17.639
0.393,-1.009,-0.056,-4.211,-9.033,-16.846
0.383,-1.009,-0.022,-0.610,-13.000,-14.771
0.367,-1.019,0.015,2.380,-12.573,-11.230
0.360,-1.029,0.024,4.822,-6.470,-7.812
0.362,-1.024,0.010,4.700,3.113,-3.784
0.375,-1.006,-0.003,2.747,13.733,0.610
0.394,-0.990,-0.022,0.183,21.790,3.174
0.397,-0.972,-0.046,-1.770,24.719,2.747
0.403,-0.966,-0.067,-2.502,22.217,0.854
0.395,-0.971,-0.079,-2.625,15.320,-1.343
0.386,-0.971,-0.075,-2.563,7.202,-2.869
0.373,-0.976,-0.063,-2.991,1.709,-3.052
0.368,-0.977,-0.049,-3.052,0.305,-1.831
0.370,-0.977,-0.049,-2.930,2.380,0.488
0.387,-0.962,-0.047,-3.357,5.737,3.662
0.400,-0.953,-0.047,-3.601,8.850,5.981
0.420,-0.945,-0.041,-3.601,10.559,7.507
0.437,-0.935,-0.046,-2.930,9.705,7.874
0.449,-0.921,-0.051,-1.343,6.958,7.324
0.446,-0.919,-0.061,-0.244,2.869,5.310
0.439,-0.920,-0.075,0.061,0.000,2.930
0.423,-0.917,-0.086,-1.038,-0.916,0.610
0.403,-0.927,-0.094,-1.892,-0.122,-0.854
0.394,-0.927,-0.100,-3.235,2.686,-0.793
0.399,-0.926,-0.091,-4.639,5.981,0.488
0.408,-0.931,-0.078,-4.150,7.141,1.892
0.422,-0.933,-0.078,-2.808,5.737,2.747
0.437,-0.922,-0.069,-1.465,2.258,2.014
0.437,-0.927,-0.063,-0.366,-0.854,-1.404
0.425,-0.935,-0.051,0.488,-3.479,-3.540
0.408,-0.934,-0.040,2.258,-5.920,-4.089
0.399,-0.924,-0.038,5.127,-6.470,-4.089
0.387,-0.924,-0.043,7.629,-3.601,-3.906
0.375,-0.922,-0.056,8.423,1.160,-2.808
0.370,-0.922,-0.065,5.859,7.019,-0.366
0.371,-0.921,-0.067,3.174,10.681,2.075
0.377,-0.917,-0.072,2.258,11.414,4.150
0.380,-0.911,-0.088,2.075,10.132,5.371
0.388,-0.903,-0.091,1.587,7.019,5.127
0.390,-0.903,-0.077,0.977,2.747,4.150
0.398,-0.903,-0.060,1.770,-1.465,3.052
0.403,-0.904,-0.055,3.601,-4.944,1.404
0.402,-0.902,-0.061,4.639,-8.179,-0.366
0.400,-0.904,-0.059,3.845,-8.789,-1.709
0.401,-0.913,-0.050,2.075,-6.653,-2.075
0.402,-0.922,-0.040,0.305,-4.089,-1.221
0.410,-0.927,-0.043,0.122,-2.686,0.061
0.427,-0.924,-0.068,0.732,-2.258,0.977
0.440,-0.918,-0.082,0.000,-1.831,1.648
0.448,-0.919,-0.088,-0.916,-1.404,1.587
0.456,-0.916,-0.079,-1.709,-1.831,0.916
0.456,-0.917,-0.070,-1.648,-2.808,-0.488

0.708,0.070,2.010,73.792,-53.894,-51.514
0.716,0.031,2.209,97.839,-61.829,-51.941
0.737,0.039,2.371,125.488,-69.275,-50.598
0.732,0.074,2.469,152.649,-69.641,-51.147
0.660,0.044,2.516,175.720,-60.486,-55.908
0.576,-0.021,2.540,194.458,-44.312,-58.716
0.482,-0.050,2.566,211.243,-29.785,-53.833
0.393,-0.051,2.536,229.736,-17.822,-44.006
0.373,-0.046,2.465,249.451,-7.080,-32.410
0.353,0.010,2.344,268.188,5.615,-18.616
0.349,0.077,2.216,283.386,21.790,-6.531
0.369,0.169,2.083,295.471,36.865,4.089
0.427,0.283,1.971,303.711,41.443,11.902
0.480,0.401,1.869,308.289,37.537,11.230
0.492,0.464,1.751,308.960,38.818,0.854
0.440,0.443,1.645,307.495,46.631,-12.512
0.348,0.422,1.553,305.725,52.002,-20.935
0.265,0.431,1.414,306.030,56.824,-22.034
0.235,0.461,1.258,304.810,65.735,-19.958
0.165,0.455,1.118,298.157,76.416,-17.578
0.109,0.443,0.977,289.795,87.830,-13.489
0.083,0.456,0.840,279.541,98.572,-7.202
0.075,0.478,0.694,267.273,111.023,-3.418
0.077,0.483,0.563,253.357,126.343,-3.662
0.083,0.455,0.475,239.380,139.160,-7.751
0.072,0.404,0.422,226.440,140.503,-13.794
0.031,0.372,0.354,219.666,130.493,-19.104
0.016,0.326,0.241,221.619,119.385,-24.658
0.016,0.280,0.121,226.257,110.474,-29.297
0.021,0.244,-0.003,227.783,104.004,-31.311
0.021,0.184,-0.108,224.182,102.539,-33.386
0.025,0.116,-0.182,216.248,102.661,-33.752
0.034,0.069,-0.255,205.505,100.281,-31.189
0.045,0.054,-0.336,195.496,98.572,-27.527
0.080,0.029,-0.404,186.707,98.145,-26.550
0.101,-0.020,-0.454,176.025,95.337,-28.625
0.115,-0.073,-0.515,167.358,87.036,-31.372
0.156,-0.130,-0.557,161.255,70.923,-35.583
0.172,-0.187,-0.587,153.320,52.551,-41.443
0.164,-0.284,-0.615,148.071,33.875,-47.729
0.181,-0.366,-0.636,142.578,17.517,-49.744
0.188,-0.428,-0.624,131.836,6.348,-48.706
0.175,-0.489,-0.591,119.507,0.916,-45.837
0.158,-0.539,-0.575,110.229,-0.671,-40.588
0.164,-0.580,-0.570,103.638,-3.418,-33.936
0.170,-0.603,-0.570,99.487,-10.559,-26.917
0.203,-0.633,-0.563,100.342,-22.949,-21.057
0.279,-0.611,-0.557,104.675,-40.955,-18.066
0.358,-0.618,-0.575,109.619,-60.791,-21.729
0.403,-0.647,-0.582,110.718,-79.346,-30.762
0.424,-0.682,-0.541,105.103,-89.722,-39.185
0.402,-0.740,-0.468,92.957,-88.562,-44.006
0.373,-0.778,-0.391,79.102,-75.867,-41.016
0.358,-0.796,-0.329,65.796,-54.443,-30.212
0.342,-0.808,-0.289,55.969,-30.273,-15.991
0.363,-0.816,-0.282,50.476,-8.667,-2.075
0.404,-0.797,-0.302,47.852,4.272,9.766
0.481,-0.765,-0.334,47.424,8.484,16.174
0.553,-0.733,-0.375,45.105,6.470,13.916
0.591,-0.721,-0.415,39.307,4.395,3.357
0.552,-0.758,-0.424,30.518,3.662,-11.963
0.482,-0.802,-0.423,21.179,0.977,-25.635
0.402,-0.823,-0.401,12.695,-2.380,-33.325
0.335,-0.856,-0.367,6.287,-3.784,-35.828
0.294,-0.883,-0.320,1.282,-3.540,-32.227
0.272,-0.900,-0.262,-3.723,-0.610,-24.902
0.261,-0.908,-0.216,-7.446,5.798,-16.479
0.257,-0.921,-0.191,-8.362,13.672,-9.277
0.276,-0.931,-0.197,-7.446,19.409,-3.845
0.303,-0.933,-0.208,-7.263,22.156,-0.427
0.308,-0.940,-0.221,-7.507,20.935,0.061
0.315,-0.953,-0.234,-7.141,16.724,-1.343
0.324,-0.960,-0.236,-7.324,10.559,-2.930
0.313,-0.958,-0.243,-7.690,4.150,-3.967
0.308,-0.961,-0.245,-9.399,0.671,-4.456
0.307,-0.967,-0.228,-12.756,-0.122,-4.517
0.307,-0.974,-0.199,-15.747,-0.977,-3.906
0.315,-0.973,-0.160,-17.456,-2.014,-2.441
0.328,-0.971,-0.128,-15.381,-2.441,-1.282
0.335,-0.978,-0.119,-11.169,-2.014,-1.099
0.331,-0.981,-0.125,-7.751,-0.732,-0.732
0.333,-0.984,-0.129,-5.310,0.488,0.488
0.334,-0.979,-0.131,-3.723,0.793,2.319
0.339,-0.969,-0.136,-2.502,0.610,3.662
0.341,-0.960,-0.147,-1.160,-0.061,4.211
0.345,-0.949,-0.166,-0.183,-0.977,4.700
0.365,-0.930,-0.187,0.061,-1.343,4.272
0.389,-0.921,-0.208,-1.221,-0.671,2.197
0.390,-0.938,-0.207,-4.028,-0.549,0.061
0.386,-0.944,-0.203,-7.568,-2.136,-0.305
0.385,-0.939,-0.170,-11.108,-5.005,-1.038
0.374,-0.939,-0.128,-10.620,-9.094,-1.770
0.358,-0.942,-0.107,-5.737,-10.681,-2.319
0.354,-0.939,-0.100,0.488,-8.118,-0.854
0.349,-0.938,-0.110,7.385,-3.052,1.892
0.356,-0.940,-0.130,12.085,2.380,5.371
0.371,-0.942,-0.146,12.939,5.737,7.996
0.389,-0.936,-0.165,12.634,6.653,9.460
0.396,-0.930,-0.185,11.536,6.592,9.705
0.405,-0.918,-0.196,8.362,6.775,8.301
0.407,-0.915,-0.187,4.333,6.714,5.615
0.396,-0.916,-0.188,1.892,5.249,2.991
0.388,-0.917,-0.185,0.732,2.625,1.038
0.379,-0.914,-0.179,-0.183,0.122,-0.244
0.377,-0.920,-0.166,-1.404,-1.160,-0.732
0.379,-0.927,-0.151,-2.075,-1.648,-0.488
0.379,-0.931,-0.141,-2.075,-1.282,0.183
0.383,-0.937,-0.136,-1.465,-0.305,1.038
0.392,-0.932,-0.137,-0.366,0.427,2.136
0.393,-0.928,-0.145,0.732,1.465,2.441
0.392,-0.929,-0.155,0.854,2.319,2.502
0.388,-0.928,-0.163,0.549,2.991,2.686
0.384,-0.927,-0.172,-0.305,3.601,3.174
0.385,-0.926,-0.180,-1.343,4.089,3.113
0.382,-0.920,-0.185,-2.808,3.662,2.747
0.376,-0.914,-0.187,-4.028,3.174,2.258
0.374,-0.910,-0.183,-5.371,3.540,1.648
0.369,-0.904,-0.171,-6.531,4.028,1.038
0.366,-0.907,-0.166,-6.531,3.784,0.671

0.760,0.078,1.831,81.848,-59.631,-55.176
0.756,0.074,1.926,96.680,-64.514,-58.167
0.740,0.077,2.012,111.694,-63.232,-61.279
0.723,0.054,2.089,127.441,-59.021,-62.805
0.707,0.059,2.149,143.616,-54.626,-61.523
0.685,0.072,2.207,160.645,-49.927,-58.960
0.675,0.043,2.298,176.880,-45.105,-55.054
0.639,0.027,2.453,191.711,-33.630,-47.424
0.607,0.032,2.541,210.144,-9.216,-34.485
0.596,0.062,2.625,228.271,25.879,-17.822
0.534,0.110,2.638,245.056,58.289,-1.892
0.531,0.218,2.519,265.076,80.383,11.841
0.580,0.384,2.362,280.762,92.346,17.456
0.532,0.451,2.234,292.236,91.370,10.132
0.493,0.497,2.055,304.932,83.496,-3.052
0.451,0.550,1.863,313.232,77.637,-15.564
0.365,0.546,1.688,316.650,73.364,-27.649
0.255,0.524,1.497,319.702,70.923,-34.119
0.185,0.528,1.294,319.397,73.547,-32.471
0.156,0.573,1.105,311.523,83.862,-26.855
0.115,0.595,0.938,300.476,98.816,-22.278
0.119,0.609,0.802,288.208,112.000,-19.043
0.122,0.632,0.674,277.466,114.929,-17.883
0.153,0.648,0.553,271.973,108.215,-21.545
0.165,0.630,0.451,268.738,97.351,-30.151
0.140,0.573,0.346,266.602,85.449,-39.978
0.090,0.507,0.220,266.357,78.064,-46.570
0.073,0.460,0.093,264.343,75.745,-49.133
0.036,0.405,-0.016,256.287,78.247,-49.377
0.003,0.333,-0.131,247.070,81.665,-47.363
0.008,0.281,-0.224,237.244,82.764,-43.579
0.025,0.229,-0.300,224.182,82.642,-40.344
0.030,0.174,-0.391,213.806,82.214,-38.757
0.093,0.143,-0.504,207.581,82.825,-39.246
0.135,0.106,-0.604,197.021,85.144,-44.312
0.125,0.031,-0.688,182.312,87.402,-52.368
0.104,-0.051,-0.750,167.114,88.928,-58.838
0.070,-0.129,-0.801,152.893,87.097,-62.378
0.039,-0.231,-0.823,141.907,80.505,-64.148
0.014,-0.326,-0.851,134.460,69.519,-63.171
0.004,-0.404,-0.902,130.005,53.833,-61.035
0.018,-0.446,-0.928,124.268,34.119,-58.533
0.038,-0.499,-0.917,113.770,16.785,-56.213
0.033,-0.572,-0.872,99.976,5.615,-53.040
0.058,-0.626,-0.791,85.022,-0.427,-45.837
0.102,-0.669,-0.675,69.519,-3.357,-36.621
0.137,-0.700,-0.565,59.326,-4.211,-28.381
0.198,-0.707,-0.505,53.833,-2.869,-22.522
0.238,-0.714,-0.479,48.584,1.038,-20.020
0.249,-0.737,-0.460,39.978,7.996,-19.043
0.258,-0.759,-0.428,29.785,14.160,-17.822
0.265,-0.769,-0.389,20.264,15.503,-15.686
0.280,-0.769,-0.355,13.550,12.878,-14.771
0.311,-0.775,-0.319,10.193,8.362,-15.259
0.319,-0.802,-0.290,8.606,0.916,-17.273
0.307,-0.834,-0.260,7.507,-7.019,-19.043
0.296,-0.855,-0.234,7.446,-14.587,-19.043
0.301,-0.880,-0.191,6.714,-18.616,-17.395
0.293,-0.904,-0.136,5.920,-17.700,-15.198
0.297,-0.922,-0.101,6.714,-11.108,-11.292
0.311,-0.920,-0.105,8.667,-1.465,-7.141
0.327,-0.923,-0.139,9.033,10.071,-4.761
0.333,-0.928,-0.175,7.935,19.714,-4.272
0.337,-0.934,-0.210,6.958,22.766,-4.211
0.335,-0.936,-0.248,6.348,19.104,-4.150
0.330,-0.946,-0.284,5.432,11.414,-4.639
0.320,-0.962,-0.283,1.465,3.662,-4.700
0.294,-0.975,-0.218,-4.700,-0.977,-2.991
0.278,-1.004,-0.147,-8.057,0.061,1.831
0.279,-1.016,-0.098,-8.240,5.005,9.827
0.308,-1.007,-0.076,-6.775,10.864,19.043
0.377,-0.957,-0.056,-5.371,15.991,25.757
0.445,-0.915,-0.059,-2.686,19.897,25.085
0.492,-0.891,-0.100,1.282,20.508,17.212
0.504,-0.892,-0.159,4.150,16.907,6.897
0.481,-0.921,-0.203,3.845,9.766,-2.930
0.450,-0.938,-0.230,1.404,0.916,-8.484
0.425,-0.938,-0.236,-1.953,-6.592,-10.986
0.397,-0.937,-0.226,-6.042,-10.864,-11.169
0.362,-0.953,-0.195,-10.254,-10.010,-9.644
0.335,-0.962,-0.154,-12.390,-5.005,-5.920
0.319,-0.974,-0.126,-11.536,1.160,-0.244
0.324,-0.966,-0.117,-9.277,7.629,7.385
0.356,-0.949,-0.106,-6.836,11.719,14.282
0.391,-0.920,-0.095,-4.517,12.146,18.005
0.414,-0.907,-0.103,-1.099,9.888,17.517
0.433,-0.893,-0.117,2.747,5.554,13.977
0.430,-0.898,-0.128,5.432,0.427,9.216
0.407,-0.920,-0.135,5.737,-3.357,5.493
0.381,-0.925,-0.141,3.174,-5.371,3.662
0.358,-0.944,-0.121,-0.671,-5.859,1.831
0.337,-0.942,-0.107,-1.526,-5.432,3.601
0.325,-0.936,-0.104,0.183,-2.747,6.775
0.325,-0.931,-0.125,3.357,2.319,10.193
0.332,-0.932,-0.143,7.019,8.240,13.611
0.347,-0.929,-0.158,10.315,11.414,16.846
0.384,-0.911,-0.165,12.390,10.803,18.738
0.411,-0.897,-0.180,12.756,8.057,17.700
0.423,-0.899,-0.196,12.024,4.700,13.428
0.422,-0.911,-0.219,8.850,1.526,9.705
0.421,-0.911,-0.221,2.808,-1.038,7.507
0.419,-0.903,-0.197,-3.601,-2.380,6.714
0.413,-0.907,-0.162,-7.263,-2.747,6.836
0.406,-0.908,-0.121,-7.874,-2.625,8.057
0.398,-0.909,-0.098,-5.127,-1.282,9.644
0.409,-0.907,-0.099,-1.831,2.380,11.597
0.421,-0.905,-0.106,-0.061,5.981,13.245
0.434,-0.903,-0.115,1.587,6.653,13.428
0.451,-0.892,-0.121,1.953,5.737,12.695
0.457,-0.891,-0.131,0.732,4.944,11.108
0.450,-0.889,-0.152,-1.953,4.333,8.972
0.444,-0.889,-0.163,-6.653,4.761,7.202
0.434,-0.889,-0.161,-11.230,4.822,5.920
0.413,-0.889,-0.172,-13.611,4.211,5.249
0.405,-0.884,-0.180,-14.465,3.601,5.127
0.394,-0.886,-0.187,-14.771,2.502,4.883
0.388,-0.886,-0.186,-14.526,0.793,4.211
0.392,-0.878,-0.178,-14.648,-1.221,3.662
0.398,-0.877,-0.172,-14.526,-3.174,2.747

0.656,0.196,1.719,154.907,-41.626,-63.965
0.582,0.173,1.799,160.828,-42.908,-67.932
0.513,0.137,1.844,168.457,-36.682,-68.237
0.470,0.130,1.857,176.453,-25.024,-62.744
0.466,0.161,1.836,184.509,-10.864,-54.565
0.466,0.200,1.829,192.139,-1.587,-49.194
0.443,0.241,1.781,204.224,0.732,-49.255
0.421,0.257,1.703,216.736,-1.099,-51.819
0.409,0.273,1.646,224.792,-2.075,-53.162
0.413,0.287,1.644,224.487,2.502,-52.429
0.394,0.293,1.672,218.384,13.916,-51.636
0.385,0.315,1.713,211.182,30.273,-49.255
0.390,0.349,1.781,200.562,50.110,-45.349
0.365,0.380,1.822,190.186,74.219,-42.603
0.345,0.383,1.795,186.951,100.586,-41.504
0.321,0.392,1.734,193.481,118.286,-39.490
0.300,0.415,1.611,214.539,119.263,-39.063
0.328,0.495,1.427,245.483,103.943,-41.626
0.315,0.533,1.194,271.606,78.918,-47.974
0.265,0.522,0.914,292.542,60.669,-56.885
0.214,0.493,0.634,305.664,54.871,-64.270
0.168,0.502,0.388,307.983,58.838,-68.298
0.098,0.464,0.182,301.025,69.336,-73.425
0.041,0.398,0.036,289.856,78.064,-77.209
0.014,0.355,-0.005,274.414,76.355,-75.989
-0.007,0.332,-0.007,260.254,63.843,-71.289
-0.031,0.256,-0.023,254.578,52.002,-67.627
-0.047,0.187,-0.078,254.333,45.837,-61.584
-0.033,0.155,-0.187,253.967,47.363,-52.734
-0.045,0.119,-0.318,250.427,56.458,-46.997
-0.026,0.088,-0.433,242.859,66.956,-44.312
-0.031,0.050,-0.545,234.131,70.251,-44.861
-0.036,0.015,-0.691,228.943,62.988,-49.988
-0.022,-0.017,-0.824,221.008,51.819,-57.556
-0.049,-0.105,-0.941,208.008,42.542,-66.833
-0.123,-0.198,-1.042,193.787,41.077,-72.571
-0.174,-0.289,-1.132,176.880,49.194,-71.838
-0.206,-0.391,-1.211,156.433,59.875,-65.735
-0.204,-0.462,-1.260,134.705,64.819,-56.274
-0.186,-0.514,-1.281,118.774,61.462,-46.936
-0.145,-0.556,-1.281,109.009,44.128,-38.940
-0.098,-0.601,-1.258,100.403,19.165,-32.898
-0.048,-0.652,-1.160,87.524,-3.296,-27.954
-0.010,-0.706,-1.009,68.909,-17.090,-22.644
0.069,-0.719,-0.837,48.340,-23.682,-16.724
0.141,-0.726,-0.664,30.579,-28.076,-12.878
0.204,-0.746,-0.521,17.700,-31.250,-13.245
0.230,-0.779,-0.415,8.850,-34.424,-16.235
0.242,-0.807,-0.326,1.831,-35.095,-19.226
0.242,-0.825,-0.254,-5.310,-31.311,-21.545
0.231,-0.849,-0.201,-12.573,-22.461,-22.705
0.244,-0.829,-0.174,-20.020,-10.498,-23.315
0.239,-0.838,-0.171,-27.527,2.441,-25.818
0.248,-0.894,-0.177,-33.386,13.855,-29.724
0.264,-0.951,-0.183,-36.926,18.250,-32.715
0.272,-1.005,-0.164,-39.063,17.273,-35.767
0.288,-1.055,-0.127,-39.612,12.451,-38.269
0.299,-1.096,-0.067,-37.842,5.249,-39.185
0.279,-1.130,0.003,-33.752,-3.052,-38.025
0.244,-1.161,0.060,-28.381,-6.653,-35.889
0.227,-1.161,0.109,-22.949,-4.456,-30.518
0.205,-1.154,0.143,-17.212,0.610,-24.597
0.181,-1.150,0.146,-11.658,7.996,-19.470
0.164,-1.129,0.133,-6.531,14.587,-13.489
0.141,-1.112,0.094,-1.709,18.921,-7.446
0.148,-1.087,0.057,1.831,22.034,-1.709
0.176,-1.048,0.038,3.906,23.804,4.150
0.194,-1.022,0.019,6.348,20.996,6.226
0.219,-1.011,-0.013,8.911,15.747,4.822
0.214,-0.997,-0.029,9.033,10.132,3.540
0.190,-0.986,-0.032,7.935,5.554,1.770
0.178,-0.967,-0.037,6.775,3.052,1.038
0.155,-0.970,-0.032,6.409,1.343,0.793
0.131,-0.981,-0.035,6.775,0.366,1.770
0.129,-0.985,-0.042,7.019,0.000,4.456
0.130,-0.982,-0.052,6.592,0.183,7.874
0.138,-0.992,-0.060,5.981,1.038,10.376
0.150,-0.986,-0.058,6.104,1.221,12.817
0.155,-0.985,-0.077,8.606,1.343,14.038
0.162,-0.983,-0.096,9.521,-0.183,14.038
0.180,-0.974,-0.102,8.362,-1.953,13.855
0.188,-0.965,-0.096,5.676,-2.563,12.695
0.191,-0.969,-0.081,4.028,-2.930,10.010
0.189,-0.970,-0.071,4.578,-3.296,8.057
0.182,-0.973,-0.069,5.615,-2.563,6.836
0.184,-0.981,-0.066,6.165,1.099,7.385
0.184,-0.987,-0.070,6.165,6.348,8.728
0.185,-1.011,-0.100,5.188,10.193,9.094
0.193,-1.020,-0.124,3.113,11.414,9.216
0.197,-1.014,-0.134,2.563,8.362,9.399
0.215,-1.001,-0.152,4.944,4.211,8.118
0.225,-0.991,-0.155,6.775,1.587,5.920
0.234,-0.995,-0.135,7.812,-1.099,3.296
0.233,-0.998,-0.112,7.568,-5.005,1.526
0.240,-0.993,-0.073,6.104,-11.353,0.122
0.236,-0.999,-0.050,5.981,-13.672,-0.671
0.242,-1.001,-0.024,5.981,-12.024,-0.793
0.238,-1.004,-0.009,6.836,-8.545,0.244
0.249,-1.001,-0.015,9.094,-4.944,1.404
0.270,-1.001,-0.036,10.071,-2.319,2.441
0.275,-0.997,-0.057,10.315,-0.854,2.869
0.273,-0.994,-0.078,10.986,-0.977,2.808
0.272,-0.986,-0.106,10.986,-1.160,2.014
0.265,-0.975,-0.122,9.949,-0.916,1.343
0.257,-0.966,-0.131,7.507,0.183,0.793
0.243,-0.969,-0.136,5.493,1.160,-0.732
0.233,-0.969,-0.130,4.700,1.587,-1.404
0.223,-0.961,-0.123,4.639,2.197,-0.244
0.216,-0.959,-0.103,4.150,1.953,0.000
0.207,-0.963,-0.087,4.761,1.526,-0.244
0.205,-0.976,-0.083,5.615,0.916,-0.122
0.203,-0.977,-0.081,6.348,-0.427,0.977
0.204,-0.977,-0.086,6.531,-0.854,2.258
0.204,-0.981,-0.093,6.348,-0.610,2.625
0.198,-0.991,-0.102,5.981,-0.427,2.930
0.197,-0.990,-0.110,5.005,0.183,3.479
0.198,-0.991,-0.111,3.113,1.587,4.028
0.199,-0.989,-0.110,1.282,2.930,4.761
0.200,-0.987,-0.112,-0.244,4.822,5.127

0.935,0.176,1.714,60.791,-64.087,-63.904
0.960,0.143,1.937,72.998,-79.773,-75.562
0.927,0.086,2.138,90.332,-91.064,-85.327
0.870,0.030,2.273,113.708,-94.727,-88.867
0.813,-0.012,2.362,138.184,-88.013,-85.510
0.766,-0.032,2.398,161.560,-71.411,-77.820
0.753,-0.018,2.404,183.350,-52.307,-67.383
0.754,0.040,2.414,202.332,-37.720,-57.861
0.751,0.100,2.442,218.933,-28.259,-52.490
0.711,0.146,2.485,235.107,-25.391,-50.598
0.655,0.190,2.547,252.808,-26.855,-48.523
0.619,0.226,2.580,270.630,-29.358,-43.335
0.639,0.264,2.635,290.283,-33.813,-34.607
0.681,0.354,2.748,312.317,-41.626,-23.865
0.731,0.444,2.828,336.975,-43.640,-19.592
0.683,0.521,2.864,360.840,-32.898,-25.330
0.501,0.503,2.738,388.062,-16.479,-34.668
0.335,0.527,2.455,414.307,4.944,-33.447
0.182,0.630,2.107,433.838,31.128,-20.264
0.055,0.723,1.712,440.002,61.401,-6.775
-0.027,0.832,1.339,433.838,89.844,5.188
-0.062,0.943,0.977,421.509,108.643,14.587
-0.074,1.022,0.628,407.104,119.019,17.334
-0.066,1.080,0.305,387.207,121.765,12.573
-0.128,1.011,0.092,361.084,117.615,-0.732
-0.175,0.923,-0.021,334.229,99.060,-10.986
-0.177,0.857,-0.073,309.143,72.083,-15.991
-0.126,0.833,-0.082,286.377,51.758,-20.020
-0.109,0.774,-0.044,267.151,41.260,-26.489
-0.116,0.677,-0.086,260.620,35.461,-34.485
-0.091,0.582,-0.232,263.550,30.640,-38.330
-0.035,0.545,-0.396,263.489,28.076,-37.354
-0.014,0.485,-0.504,256.470,32.043,-36.377
0.016,0.361,-0.598,248.413,43.640,-36.926
0.050,0.263,-0.747,238.281,56.702,-33.997
0.065,0.213,-0.910,221.985,73.181,-29.907
0.037,0.113,-0.983,195.618,96.008,-28.503
0.032,0.009,-1.022,166.748,117.737,-24.963
0.047,-0.070,-1.068,144.836,130.737,-19.714
0.036,-0.145,-1.119,133.789,121.887,-18.860
0.040,-0.202,-1.193,132.080,95.459,-21.729
0.072,-0.287,-1.237,132.751,64.453,-25.879
0.058,-0.399,-1.220,127.502,34.424,-29.053
0.048,-0.487,-1.146,116.272,9.888,-27.344
0.101,-0.521,-1.030,101.379,-6.714,-21.423
0.171,-0.524,-0.908,82.458,-13.062,-17.517
0.214,-0.572,-0.771,60.242,-7.568,-20.081
0.229,-0.654,-0.626,38.696,-0.122,-25.818
0.241,-0.736,-0.473,22.705,2.686,-30.701
0.265,-0.810,-0.321,14.893,-3.052,-33.997
0.267,-0.866,-0.202,13.428,-12.268,-36.316
0.271,-0.912,-0.142,17.700,-19.775,-37.720
0.270,-0.958,-0.129,26.428,-23.743,-36.926
0.251,-0.980,-0.154,32.166,-23.743,-33.264
0.233,-0.997,-0.184,33.264,-18.372,-27.283
0.239,-0.969,-0.230,31.982,-10.071,-19.226
0.241,-0.954,-0.288,29.724,-1.282,-11.414
0.244,-0.927,-0.338,26.794,5.859,-4.700
0.282,-0.881,-0.368,24.475,8.179,0.854
0.311,-0.828,-0.398,24.719,5.615,2.930
0.322,-0.831,-0.434,26.733,2.930,-0.916
0.327,-0.858,-0.488,28.381,-0.366,-5.127
0.320,-0.864,-0.510,26.367,-2.441,-8.240
0.293,-0.886,-0.505,18.982,0.854,-10.803
0.258,-0.912,-0.480,11.169,6.287,-11.353
0.233,-0.917,-0.448,6.104,8.545,-7.935
0.228,-0.921,-0.426,3.418,9.094,-4.272
0.226,-0.906,-0.400,1.343,7.446,-0.671
0.216,-0.907,-0.381,0.488,4.639,1.587
0.205,-0.902,-0.356,0.610,1.343,3.479
0.196,-0.904,-0.344,0.916,-1.709,6.348
0.203,-0.893,-0.351,2.197,-3.418,10.193
0.240,-0.874,-0.361,1.953,-3.357,13.550
0.283,-0.879,-0.393,-1.709,-0.366,13.916
0.313,-0.889,-0.386,-8.545,2.563,12.146
0.305,-0.908,-0.362,-13.733,1.953,10.071
0.300,-0.911,-0.357,-17.029,-0.305,8.972
0.282,-0.917,-0.358,-20.081,-1.587,8.057
0.270,-0.902,-0.342,-21.484,-1.404,7.996
0.255,-0.903,-0.315,-20.935,-2.075,9.155
0.255,-0.902,-0.298,-18.250,-4.150,10.620
0.272,-0.903,-0.286,-14.648,-5.920,12.207
0.292,-0.922,-0.289,-10.376,-7.324,13.184
0.326,-0.905,-0.299,-8.545,-7.324,14.343
0.352,-0.884,-0.310,-9.460,-5.066,13.245
0.361,-0.893,-0.320,-11.963,-2.686,8.423
0.356,-0.908,-0.321,-14.587,-1.892,4.395
0.353,-0.896,-0.319,-16.907,-3.174,2.686
0.354,-0.897,-0.315,-18.127,-4.700,1.526
0.350,-0.902,-0.303,-18.250,-5.554,1.221
0.330,-0.906,-0.291,-18.250,-5.249,1.831
0.325,-0.920,-0.307,-19.104,-4.272,1.221
0.326,-0.927,-0.310,-20.691,-4.700,0.366
0.323,-0.918,-0.305,-20.630,-5.737,0.427
0.316,-0.908,-0.285,-18.555,-5.371,0.732
0.306,-0.906,-0.277,-13.489,-3.235,0.183
